query,genome,gene_cluster,gene_callers_id,subject,%pident,alignment_length,e-value,bitscore,function
00000201|gene_cluster_GC_00001562|genome_name_P526_SD_Italy|gene_callers_id_1311,P526_SD_Italy,GC_00001562,1311,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000202|gene_cluster_GC_00001500|genome_name_P1194_Madre_SD_BE|gene_callers_id_1022,P1194_Madre_SD_BE,GC_00001500,1022,sp|P39862|CAPM_STAAU,27.132,258.0,2.68e-19,92.0,sp|P39862|CAPM_STAAU Capsular polysaccharide biosynthesis glycosyltransferase CapM OS=Staphylococcus aureus OX=1280 GN=capM PE=3 SV=1
00000203|gene_cluster_GC_00001478|genome_name_Reference|gene_callers_id_174,Reference,GC_00001478,174,sp|Q8Z138|NRDG_SALTI,42.953,149.0,2.29e-37,129.0,sp|Q8Z138|NRDG_SALTI Anaerobic ribonucleoside-triphosphate reductase-activating protein OS=Salmonella typhi OX=90370 GN=nrdG PE=3 SV=1
00000204|gene_cluster_GC_00001467|genome_name_P1194_Madre_SD_BE|gene_callers_id_1234,P1194_Madre_SD_BE,GC_00001467,1234,sp|Q46898|CAS5_ECOLI,31.361,169.0,1.52e-08,57.0,sp|Q46898|CAS5_ECOLI CRISPR system Cascade subunit CasD OS=Escherichia coli (strain K12) OX=83333 GN=casD PE=1 SV=2
00000205|gene_cluster_GC_00001486|genome_name_P527_SD_Italy|gene_callers_id_1337,P527_SD_Italy,GC_00001486,1337,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000206|gene_cluster_GC_00001434|genome_name_P568_Madre_SD_BE|gene_callers_id_1439,P568_Madre_SD_BE,GC_00001434,1439,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000207|gene_cluster_GC_00001508|genome_name_P568_Madre_SD_BE|gene_callers_id_877,P568_Madre_SD_BE,GC_00001508,877,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000208|gene_cluster_GC_00001591|genome_name_Type_strain|gene_callers_id_409,Type_strain,GC_00001591,409,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000209|gene_cluster_GC_00001609|genome_name_P568_Madre_SD_BE|gene_callers_id_1416,P568_Madre_SD_BE,GC_00001609,1416,sp|Q8GN32|MOBA_BIFLO,33.01,103.0,1.26e-06,48.5,sp|Q8GN32|MOBA_BIFLO Probable mobilization protein MobA OS=Bifidobacterium longum (strain NCC 2705) OX=206672 GN=mobA PE=3 SV=1
00000210|gene_cluster_GC_00001530|genome_name_P568_Madre_SD_BE|gene_callers_id_863,P568_Madre_SD_BE,GC_00001530,863,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000211|gene_cluster_GC_00001559|genome_name_P1194_Madre_SD_BE|gene_callers_id_2,P1194_Madre_SD_BE,GC_00001559,2,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000212|gene_cluster_GC_00001560|genome_name_P568_Madre_SD_BE|gene_callers_id_868,P568_Madre_SD_BE,GC_00001560,868,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000213|gene_cluster_GC_00001435|genome_name_P515_SD_Italy|gene_callers_id_1133,P515_SD_Italy,GC_00001435,1133,sp|Q5L6P3|CLPP1_CHLAB,28.177,181.0,4.77e-12,66.2,sp|Q5L6P3|CLPP1_CHLAB ATP-dependent Clp protease proteolytic subunit 1 OS=Chlamydia abortus (strain DSM 27085 / S26/3) OX=218497 GN=clpP1 PE=3 SV=1
00000214|gene_cluster_GC_00001446|genome_name_Reference|gene_callers_id_132,Reference,GC_00001446,132,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000215|gene_cluster_GC_00001487|genome_name_P515_SD_Italy|gene_callers_id_263,P515_SD_Italy,GC_00001487,263,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000216|gene_cluster_GC_00001513|genome_name_P568_Madre_SD_BE|gene_callers_id_165,P568_Madre_SD_BE,GC_00001513,165,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000217|gene_cluster_GC_00001586|genome_name_P1194_Madre_SD_BE|gene_callers_id_1223,P1194_Madre_SD_BE,GC_00001586,1223,sp|P16953|REP_LACPN,60.976,205.0,1.13e-87,264.0,sp|P16953|REP_LACPN Protein rep OS=Lactiplantibacillus plantarum OX=1590 GN=rep PE=3 SV=1
00000218|gene_cluster_GC_00001612|genome_name_P568_Madre_SD_BE|gene_callers_id_1410,P568_Madre_SD_BE,GC_00001612,1410,sp|Q6FDK3|NRTR_ACIAD,24.352,193.0,1.16e-07,54.3,sp|Q6FDK3|NRTR_ACIAD ADPR responsive transcriptional repressor NtrR OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=ACIAD0962 PE=1 SV=1
00000219|gene_cluster_GC_00001449|genome_name_P2800_SD_BE|gene_callers_id_1354,P2800_SD_BE,GC_00001449,1354,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000220|gene_cluster_GC_00001538|genome_name_Type_strain|gene_callers_id_909,Type_strain,GC_00001538,909,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000221|gene_cluster_GC_00001501|genome_name_P568_Madre_SD_BE|gene_callers_id_148,P568_Madre_SD_BE,GC_00001501,148,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000222|gene_cluster_GC_00001607|genome_name_P515_SD_Italy|gene_callers_id_257,P515_SD_Italy,GC_00001607,257,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000223|gene_cluster_GC_00001393|genome_name_P568_Madre_SD_BE|gene_callers_id_1437,P568_Madre_SD_BE,GC_00001393,1437,sp|Q5XBW6|GLS24_STRP6,56.098,164.0,6.86e-56,177.0,sp|Q5XBW6|GLS24_STRP6 Stress response regulator gls24 homolog OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=M6_Spy0962 PE=1 SV=1
00000224|gene_cluster_GC_00001312|genome_name_Reference|gene_callers_id_34,Reference,GC_00001312,34,sp|Q06715|ADPR_LACLL,33.333,120.0,1.05e-13,75.1,sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000225|gene_cluster_GC_00001312|genome_name_Reference|gene_callers_id_226,Reference,GC_00001312,226,sp|Q06715|ADPR_LACLL,33.333,120.0,1.05e-13,75.1,sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000226|gene_cluster_GC_00001312|genome_name_Reference|gene_callers_id_444,Reference,GC_00001312,444,sp|Q06715|ADPR_LACLL,33.333,120.0,1.05e-13,75.1,sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000227|gene_cluster_GC_00001312|genome_name_Reference|gene_callers_id_813,Reference,GC_00001312,813,sp|Q06715|ADPR_LACLL,33.333,120.0,1.05e-13,75.1,sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000228|gene_cluster_GC_00001536|genome_name_Type_strain|gene_callers_id_1009,Type_strain,GC_00001536,1009,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000229|gene_cluster_GC_00001448|genome_name_Reference|gene_callers_id_177,Reference,GC_00001448,177,sp|Q9K7A0|CSD_HALH5,46.615,384.0,3.07e-127,375.0,sp|Q9K7A0|CSD_HALH5 Probable cysteine desulfurase OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=csd PE=3 SV=2
00000230|gene_cluster_GC_00001546|genome_name_P568_Madre_SD_BE|gene_callers_id_862,P568_Madre_SD_BE,GC_00001546,862,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000231|gene_cluster_GC_00001565|genome_name_P516_SD_Italy|gene_callers_id_1292,P516_SD_Italy,GC_00001565,1292,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000232|gene_cluster_GC_00001544|genome_name_P568_Madre_SD_BE|gene_callers_id_869,P568_Madre_SD_BE,GC_00001544,869,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000233|gene_cluster_GC_00001596|genome_name_P515_SD_Italy|gene_callers_id_1217,P515_SD_Italy,GC_00001596,1217,Unknown,0.0,0.0,-,0.0,Unknown - no BLAST hit found
00000234|gene_cluster_GC_00001444|genome_name_P568_Madre_SD_BE|gene_callers_id_867,P568_Madre_SD_BE,GC_00001444,867,sp|E7DNB6|TMP_BPDP1,22.26,1186.0,1.33e-49,196.0,sp|E7DNB6|TMP_BPDP1 Tape measure protein OS=Pneumococcus phage Dp-1 OX=59241 GN=TMP PE=4 SV=1
