enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K05814,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2564,c_000000000023,,sn-glycerol 3-phosphate transport system permease protein,
K04075,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2344,c_000000000019,,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],
K01118,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1825,c_000000000011,,FMN-dependent NADH-azoreductase [EC:1.7.1.17],
K01118,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2420,c_000000000020,,FMN-dependent NADH-azoreductase [EC:1.7.1.17],
K00574,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1714,c_000000000010,,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],
K00574,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2491,c_000000000021,,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],
K26996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2277,c_000000000017,,"immunity protein, SdpI family",
K26996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1158,c_000000000006,,"immunity protein, SdpI family",
K26996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1583,c_000000000009,,"immunity protein, SdpI family",
K26996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2614,c_000000000024,,"immunity protein, SdpI family",
K26996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,476,c_000000000002,,"immunity protein, SdpI family",
K15555,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2364,c_000000000019,,sulfonate transport system ATP-binding protein [EC:7.6.2.14],
K03492,P2814_SweetCherry_BE,P2814_SweetCherry_BE,27,c_000000000001,,"GntR family transcriptional regulator, regulator of glucomannan utilization",
K03492,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2261,c_000000000017,,"GntR family transcriptional regulator, regulator of glucomannan utilization",
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1862,c_000000000012,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,70,c_000000000001,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1032,c_000000000005,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,71,c_000000000001,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2406,c_000000000020,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2861,c_000000000033,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2355,c_000000000019,,oligopeptide transport system substrate-binding protein,
K15580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1881,c_000000000012,,oligopeptide transport system substrate-binding protein,
K02003,P2814_SweetCherry_BE,P2814_SweetCherry_BE,385,c_000000000002,,putative ABC transport system ATP-binding protein,
K02003,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1329,c_000000000007,,putative ABC transport system ATP-binding protein,
K02003,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2172,c_000000000016,,putative ABC transport system ATP-binding protein,
K02003,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2333,c_000000000018,,putative ABC transport system ATP-binding protein,
K02003,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1598,c_000000000009,,putative ABC transport system ATP-binding protein,
K13052,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2346,c_000000000019,,cell division protein DivIC,
K00760,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2343,c_000000000019,,hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],
K01126,P2814_SweetCherry_BE,P2814_SweetCherry_BE,320,c_000000000002,,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],
K01126,P2814_SweetCherry_BE,P2814_SweetCherry_BE,462,c_000000000002,,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],
K01126,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1134,c_000000000006,,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],
K01126,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2567,c_000000000023,,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],
K08659,P2814_SweetCherry_BE,P2814_SweetCherry_BE,94,c_000000000001,,dipeptidase [EC:3.4.-.-],
K08659,P2814_SweetCherry_BE,P2814_SweetCherry_BE,187,c_000000000001,,dipeptidase [EC:3.4.-.-],
K08659,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2478,c_000000000021,,dipeptidase [EC:3.4.-.-],
K08659,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1822,c_000000000011,,dipeptidase [EC:3.4.-.-],
K02348,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2336,c_000000000018,,ElaA protein,
K02348,P2814_SweetCherry_BE,P2814_SweetCherry_BE,896,c_000000000004,,ElaA protein,
K02348,P2814_SweetCherry_BE,P2814_SweetCherry_BE,322,c_000000000002,,ElaA protein,
K02348,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1413,c_000000000008,,ElaA protein,
K02348,P2814_SweetCherry_BE,P2814_SweetCherry_BE,165,c_000000000001,,ElaA protein,
K02837,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2545,c_000000000022,,peptide chain release factor 3,
K09962,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2302,c_000000000018,,uncharacterized protein,
K02071,P2814_SweetCherry_BE,P2814_SweetCherry_BE,192,c_000000000001,,D-methionine transport system ATP-binding protein,
K02071,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2453,c_000000000021,,D-methionine transport system ATP-binding protein,
K02071,P2814_SweetCherry_BE,P2814_SweetCherry_BE,455,c_000000000002,,D-methionine transport system ATP-binding protein,
K21680,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2507,c_000000000022,,ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137],
K21680,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1429,c_000000000008,,ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1342,c_000000000007,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,386,c_000000000002,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2724,c_000000000027,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2552,c_000000000023,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2718,c_000000000027,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K00712,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1343,c_000000000007,,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],
K04762,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2347,c_000000000019,,ribosome-associated heat shock protein Hsp15,
K16211,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2465,c_000000000021,,maltose/moltooligosaccharide transporter,
K02072,P2814_SweetCherry_BE,P2814_SweetCherry_BE,456,c_000000000002,,D-methionine transport system permease protein,
K02072,P2814_SweetCherry_BE,P2814_SweetCherry_BE,193,c_000000000001,,D-methionine transport system permease protein,
K02072,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2452,c_000000000021,,D-methionine transport system permease protein,
K07533,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2292,c_000000000018,,foldase protein PrsA [EC:5.2.1.8],
K03741,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2434,c_000000000020,,arsenate reductase (thioredoxin) [EC:1.20.4.4],
K11392,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2468,c_000000000021,,16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178],
K02073,P2814_SweetCherry_BE,P2814_SweetCherry_BE,457,c_000000000002,,D-methionine transport system substrate-binding protein,
K02073,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2451,c_000000000021,,D-methionine transport system substrate-binding protein,
K02073,P2814_SweetCherry_BE,P2814_SweetCherry_BE,191,c_000000000001,,D-methionine transport system substrate-binding protein,
K02503,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2290,c_000000000018,,histidine triad (HIT) family protein [EC:3.9.1.-],
K02503,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2150,c_000000000016,,histidine triad (HIT) family protein [EC:3.9.1.-],
K25157,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2288,c_000000000018,,ABC-2 type transport system permease protein,
K16566,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2525,c_000000000022,,exopolysaccharide production protein ExoY,
K16566,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2725,c_000000000028,,exopolysaccharide production protein ExoY,
K07090,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2213,c_000000000016,,uncharacterized protein,
K07090,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1706,c_000000000010,,uncharacterized protein,
K07090,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2125,c_000000000015,,uncharacterized protein,
K07090,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2255,c_000000000017,,uncharacterized protein,
K07090,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2549,c_000000000022,,uncharacterized protein,
K03547,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2321,c_000000000018,,DNA repair protein SbcD/Mre11,
K03547,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1159,c_000000000006,,DNA repair protein SbcD/Mre11,
K26937,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2338,c_000000000018,,"MATE family, multidrug efflux pump",
K26937,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2411,c_000000000020,,"MATE family, multidrug efflux pump",
K03976,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2262,c_000000000017,,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-],
K01621,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2259,c_000000000017,,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],
K03744,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2375,c_000000000019,,LemA protein,
K04567,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2339,c_000000000019,,"lysyl-tRNA synthetase, class II [EC:6.1.1.6]",
K22373,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2397,c_000000000020,,lactate racemase [EC:5.1.2.1],
K02909,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2378,c_000000000019,,large subunit ribosomal protein L31,
K09121,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2394,c_000000000020,,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",
K09121,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2395,c_000000000020,,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",
K07284,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2376,c_000000000019,,sortase A [EC:3.4.22.70],
K25031,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2542,c_000000000022,,gluconokinase [EC:2.7.1.12],
K09861,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2409,c_000000000020,,uncharacterized protein,
K03800,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2248,c_000000000017,,lipoate---protein ligase [EC:6.3.1.20],
K03800,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2177,c_000000000016,,lipoate---protein ligase [EC:6.3.1.20],
K02939,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1867,c_000000000012,,large subunit ribosomal protein L9,
K02871,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1732,c_000000000011,,large subunit ribosomal protein L13,
K07706,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1921,c_000000000012,,"two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",
K07706,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1537,c_000000000009,,"two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",
K07706,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2581,c_000000000023,,"two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",
K07706,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1557,c_000000000009,,"two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",
K07706,P2814_SweetCherry_BE,P2814_SweetCherry_BE,250,c_000000000001,,"two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1700,c_000000000010,,"two-component system, OmpR family, response regulator",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,998,c_000000000005,,"two-component system, OmpR family, response regulator",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,138,c_000000000001,,"two-component system, OmpR family, response regulator",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1163,c_000000000006,,"two-component system, OmpR family, response regulator",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1848,c_000000000012,,"two-component system, OmpR family, response regulator",
K02483,P2814_SweetCherry_BE,P2814_SweetCherry_BE,379,c_000000000002,,"two-component system, OmpR family, response regulator",
K02469,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1872,c_000000000012,,DNA gyrase subunit A [EC:5.6.2.2],
K00068,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1907,c_000000000012,,sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140],
K02904,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1761,c_000000000011,,large subunit ribosomal protein L29,
K03629,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1874,c_000000000012,,DNA replication and repair protein RecF,
K02906,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1769,c_000000000011,,large subunit ribosomal protein L3,
K05338,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1647,c_000000000010,,holin-like protein,
K05339,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1646,c_000000000010,,holin-like protein LrgB,
K02907,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1752,c_000000000011,,large subunit ribosomal protein L30,
K06973,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1643,c_000000000010,,uncharacterized protein,
K16786,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1736,c_000000000011,,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],
K07258,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1702,c_000000000010,,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],
K07258,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2846,c_000000000033,,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],
K03215,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2043,c_000000000014,,23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190],
K03215,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1670,c_000000000010,,23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190],
K02876,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1751,c_000000000011,,large subunit ribosomal protein L15,
K16787,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1735,c_000000000011,,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],
K01953,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1539,c_000000000009,,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],
K01953,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1803,c_000000000011,,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],
K02914,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1878,c_000000000012,,large subunit ribosomal protein L34,
K00865,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1639,c_000000000010,,glycerate 2-kinase [EC:2.7.1.165],
K16785,P2814_SweetCherry_BE,P2814_SweetCherry_BE,24,c_000000000001,,energy-coupling factor transport system permease protein,
K16785,P2814_SweetCherry_BE,P2814_SweetCherry_BE,85,c_000000000001,,energy-coupling factor transport system permease protein,
K16785,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1734,c_000000000011,,energy-coupling factor transport system permease protein,
K02069,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1672,c_000000000010,,UDP-glucose/iron transport system permease protein,
K02874,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1759,c_000000000011,,large subunit ribosomal protein L14,
K03217,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1880,c_000000000012,,YidC/Oxa1 family membrane protein insertase,
K03217,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1157,c_000000000006,,YidC/Oxa1 family membrane protein insertase,
K01372,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1891,c_000000000012,,bleomycin hydrolase [EC:3.4.22.40],
K01372,P2814_SweetCherry_BE,P2814_SweetCherry_BE,933,c_000000000005,,bleomycin hydrolase [EC:3.4.22.40],
K19267,P2814_SweetCherry_BE,P2814_SweetCherry_BE,908,c_000000000004,,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],
K19267,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1659,c_000000000010,,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],
K19267,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1668,c_000000000010,,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],
K03558,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1608,c_000000000010,,membrane protein required for colicin V production,
K06346,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1883,c_000000000012,,spoIIIJ-associated protein,
K10530,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1916,c_000000000012,,L-lactate oxidase [EC:1.1.3.2],
K02068,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1671,c_000000000010,,UDP-glucose/iron transport system ATP-binding protein,
K02518,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1748,c_000000000011,,translation initiation factor IF-1,
K03885,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1739,c_000000000011,,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],
K03885,P2814_SweetCherry_BE,P2814_SweetCherry_BE,167,c_000000000001,,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],
K02782,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1911,c_000000000012,,glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198],
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,293,c_000000000001,,uncharacterized protein,
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2023,c_000000000014,,uncharacterized protein,
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1640,c_000000000010,,uncharacterized protein,
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1256,c_000000000007,,uncharacterized protein,
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,881,c_000000000004,,uncharacterized protein,
K06889,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2230,c_000000000017,,uncharacterized protein,
K02783,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1910,c_000000000012,,glucitol/sorbitol PTS system EIIC component,
K06726,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1905,c_000000000012,,D-ribose pyranase [EC:5.4.99.62],
K16509,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1923,c_000000000012,,regulatory protein spx,
K16509,P2814_SweetCherry_BE,P2814_SweetCherry_BE,906,c_000000000004,,regulatory protein spx,
K16509,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1934,c_000000000013,,regulatory protein spx,
K16509,P2814_SweetCherry_BE,P2814_SweetCherry_BE,758,c_000000000003,,regulatory protein spx,
K16509,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2078,c_000000000015,,regulatory protein spx,
K02781,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1912,c_000000000012,,glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198],
K02781,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1944,c_000000000013,,glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198],
K02965,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1765,c_000000000011,,small subunit ribosomal protein S19,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2113,c_000000000015,,polar amino acid transport system substrate-binding protein,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,496,c_000000000002,,polar amino acid transport system substrate-binding protein,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1681,c_000000000010,,polar amino acid transport system substrate-binding protein,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1684,c_000000000010,,polar amino acid transport system substrate-binding protein,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,565,c_000000000003,,polar amino acid transport system substrate-binding protein,
K02030,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1049,c_000000000005,,polar amino acid transport system substrate-binding protein,
K06518,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1647,c_000000000010,,holin-like protein,
K04086,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1918,c_000000000012,,ATP-dependent Clp protease ATP-binding subunit ClpL,
K03501,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1690,c_000000000010,,16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170],
K02810,P2814_SweetCherry_BE,P2814_SweetCherry_BE,59,c_000000000001,,sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211],
K02810,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1676,c_000000000010,,sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211],
K05825,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1685,c_000000000010,,2-aminoadipate transaminase [EC:2.6.1.-],
K02757,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2118,c_000000000015,,beta-glucoside PTS system EIICBA component [EC:2.7.1.-],
K02757,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2136,c_000000000015,,beta-glucoside PTS system EIICBA component [EC:2.7.1.-],
K02757,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1658,c_000000000010,,beta-glucoside PTS system EIICBA component [EC:2.7.1.-],
K02757,P2814_SweetCherry_BE,P2814_SweetCherry_BE,124,c_000000000001,,beta-glucoside PTS system EIICBA component [EC:2.7.1.-],
K02757,P2814_SweetCherry_BE,P2814_SweetCherry_BE,125,c_000000000001,,beta-glucoside PTS system EIICBA component [EC:2.7.1.-],
K09825,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1652,c_000000000010,,"Fur family transcriptional regulator, peroxide stress response regulator",
K03111,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1870,c_000000000012,,single-strand DNA-binding protein,
K02948,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1745,c_000000000011,,small subunit ribosomal protein S11,
K02035,P2814_SweetCherry_BE,P2814_SweetCherry_BE,70,c_000000000001,,peptide/nickel transport system substrate-binding protein,
K02035,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1862,c_000000000012,,peptide/nickel transport system substrate-binding protein,
K02035,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1032,c_000000000005,,peptide/nickel transport system substrate-binding protein,
K02035,P2814_SweetCherry_BE,P2814_SweetCherry_BE,71,c_000000000001,,peptide/nickel transport system substrate-binding protein,
K02035,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2861,c_000000000033,,peptide/nickel transport system substrate-binding protein,
K10009,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1683,c_000000000010,,L-cystine transport system permease protein,
K06131,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1632,c_000000000010,,cardiolipin synthase A/B [EC:2.7.8.-],
K16323,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1689,c_000000000010,,purine nucleoside transport protein,
K02424,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1681,c_000000000010,,L-cystine transport system substrate-binding protein,
K02424,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1684,c_000000000010,,L-cystine transport system substrate-binding protein,
K02961,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1760,c_000000000011,,small subunit ribosomal protein S17,
K03100,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1890,c_000000000012,,signal peptidase I [EC:3.4.21.89],
K03100,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1324,c_000000000007,,signal peptidase I [EC:3.4.21.89],
K03100,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1325,c_000000000007,,signal peptidase I [EC:3.4.21.89],
K02963,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1869,c_000000000012,,small subunit ribosomal protein S18,
K02988,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1753,c_000000000011,,small subunit ribosomal protein S5,
K03076,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1750,c_000000000011,,preprotein translocase subunit SecY,
K03704,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1792,c_000000000011,,cold shock protein,
K03704,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1850,c_000000000012,,cold shock protein,
K03704,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2051,c_000000000014,,cold shock protein,
K02355,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1771,c_000000000011,,elongation factor G,
K03711,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1652,c_000000000010,,"Fur family transcriptional regulator, ferric uptake regulator",
K00783,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1842,c_000000000012,,23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],
K03654,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1481,c_000000000008,,ATP-dependent DNA helicase RecQ [EC:5.6.2.4],
K03654,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1818,c_000000000011,,ATP-dependent DNA helicase RecQ [EC:5.6.2.4],
K03495,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1885,c_000000000012,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,
K02990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1871,c_000000000012,,small subunit ribosomal protein S6,
K03536,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1879,c_000000000012,,ribonuclease P protein component [EC:3.1.26.5],
K10947,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1679,c_000000000010,,PadR family transcriptional regulator,
K03708,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1779,c_000000000011,,transcriptional regulator of stress and heat shock response,
K03734,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1737,c_000000000011,,FAD:protein FMN transferase [EC:2.7.1.180],
K03734,P2814_SweetCherry_BE,P2814_SweetCherry_BE,796,c_000000000004,,FAD:protein FMN transferase [EC:2.7.1.180],
K03734,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1268,c_000000000007,,FAD:protein FMN transferase [EC:2.7.1.180],
