locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMKFACGC_00743	CDS	2007	uvrB		COG0556	UvrABC system protein B
BMKFACGC_00744	CDS	2856	uvrA_2			UvrABC system protein A
BMKFACGC_00745	CDS	546				hypothetical protein
BMKFACGC_00746	CDS	885	yvcJ		COG1660	Nucleotide-binding protein YvcJ
BMKFACGC_00747	CDS	1011			COG0391	Putative gluconeogenesis factor
BMKFACGC_00748	CDS	939	whiA		COG1481	putative cell division protein WhiA
BMKFACGC_00749	CDS	597	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BMKFACGC_00750	CDS	363				hypothetical protein
BMKFACGC_00751	CDS	432			COG3039	IS5 family transposase ISLpl3
BMKFACGC_00752	CDS	372			COG3039	IS5 family transposase ISLpl3
BMKFACGC_00753	CDS	714				hypothetical protein
BMKFACGC_00754	tRNA	75				tRNA-Arg(ccg)
BMKFACGC_00755	CDS	612				hypothetical protein
BMKFACGC_00756	tRNA	75				tRNA-Arg(ccg)
BMKFACGC_00757	CDS	1029	cggR		COG2390	Central glycolytic genes regulator
BMKFACGC_00758	CDS	1011	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
BMKFACGC_00759	CDS	1203	pgk	2.7.2.3		Phosphoglycerate kinase
BMKFACGC_00760	CDS	765	tpiA	5.3.1.1		Triosephosphate isomerase
BMKFACGC_00761	CDS	1320	eno1	4.2.1.11	COG0148	Enolase 1
BMKFACGC_00762	CDS	1068				hypothetical protein
BMKFACGC_00763	CDS	1557	clcA			H(+)/Cl(-) exchange transporter ClcA
BMKFACGC_00764	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
BMKFACGC_00765	CDS	759	est	3.1.1.1		Carboxylesterase
BMKFACGC_00766	CDS	2394	rnr	3.1.13.1	COG0557	Ribonuclease R
BMKFACGC_00767	CDS	474	smpB		COG0691	SsrA-binding protein
BMKFACGC_00768	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
BMKFACGC_00769	CDS	570				hypothetical protein
BMKFACGC_00770	CDS	720	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
BMKFACGC_00771	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
BMKFACGC_00772	CDS	474	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BMKFACGC_00773	CDS	519	mshD_2	2.3.1.189		Mycothiol acetyltransferase
BMKFACGC_00774	CDS	1020	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BMKFACGC_00775	CDS	537	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
BMKFACGC_00776	CDS	765	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BMKFACGC_00777	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
BMKFACGC_00778	CDS	2133	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BMKFACGC_00779	CDS	663				hypothetical protein
BMKFACGC_00780	CDS	852	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
BMKFACGC_00781	CDS	969	cdaR_2		COG4856	CdaA regulatory protein CdaR
BMKFACGC_00782	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
BMKFACGC_00783	CDS	1818	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BMKFACGC_00784	CDS	123				hypothetical protein
BMKFACGC_00785	CDS	732	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
BMKFACGC_00786	CDS	432			COG3039	IS5 family transposase ISLpl3
BMKFACGC_00787	CDS	372			COG3039	IS5 family transposase ISLpl3
BMKFACGC_00788	CDS	1434				hypothetical protein
BMKFACGC_00789	CDS	1902	cadA	7.2.2.21		putative cadmium-transporting ATPase
BMKFACGC_00790	CDS	2304				hypothetical protein
BMKFACGC_00791	CDS	552				hypothetical protein
BMKFACGC_00792	CDS	228	copZ		COG2608	Copper chaperone CopZ
BMKFACGC_00793	CDS	1086	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMKFACGC_00794	CDS	309				hypothetical protein
BMKFACGC_00795	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00796	CDS	738				hypothetical protein
BMKFACGC_00797	CDS	1200				hypothetical protein
BMKFACGC_00798	CDS	771				hypothetical protein
BMKFACGC_00799	CDS	894	isdE		COG0614	High-affinity heme uptake system protein IsdE
BMKFACGC_00800	CDS	969	isdF			putative heme-iron transport system permease protein IsdF
BMKFACGC_00801	CDS	759	fecE	7.2.2.18	COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
BMKFACGC_00802	CDS	936	ppx_2	3.6.1.11	COG0248	Exopolyphosphatase
BMKFACGC_00803	CDS	2160	ppk	2.7.4.1		Polyphosphate kinase
BMKFACGC_00804	CDS	1539	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
BMKFACGC_00805	CDS	822				hypothetical protein
BMKFACGC_00806	CDS	573				hypothetical protein
BMKFACGC_00807	CDS	444				hypothetical protein
BMKFACGC_00808	CDS	174				hypothetical protein
BMKFACGC_00809	CDS	450				hypothetical protein
BMKFACGC_00810	CDS	180				hypothetical protein
BMKFACGC_00811	CDS	117				hypothetical protein
BMKFACGC_00812	CDS	1206				ISL3 family transposase ISSau8
BMKFACGC_00813	CDS	372				hypothetical protein
BMKFACGC_00814	CDS	495				hypothetical protein
BMKFACGC_00815	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
BMKFACGC_00816	CDS	483	ylaC		COG1595	RNA polymerase sigma factor YlaC
BMKFACGC_00817	CDS	918				hypothetical protein
BMKFACGC_00818	CDS	1356	tpdA	3.4.13.23		Cysteinylglycine-S-conjugate dipeptidase
BMKFACGC_00819	CDS	1020	cytR		COG1609	HTH-type transcriptional repressor CytR
BMKFACGC_00820	CDS	747				hypothetical protein
BMKFACGC_00821	CDS	996				hypothetical protein
BMKFACGC_00822	CDS	1050	cbh	2.3.1.-		Bile salt hydrolase/transferase
BMKFACGC_00823	CDS	1233	arcA_1	3.5.3.6		Arginine deiminase
BMKFACGC_00824	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00825	CDS	681				hypothetical protein
BMKFACGC_00826	CDS	270				hypothetical protein
BMKFACGC_00827	CDS	537				hypothetical protein
BMKFACGC_00828	CDS	1113	xylB_3	1.1.1.90		Aryl-alcohol dehydrogenase
BMKFACGC_00829	CDS	282				hypothetical protein
BMKFACGC_00830	CDS	1221				hypothetical protein
BMKFACGC_00831	CDS	738				IS21 family transposase ISCbo2
BMKFACGC_00832	CDS	399				hypothetical protein
BMKFACGC_00833	CDS	1155	xerC_2			Tyrosine recombinase XerC
BMKFACGC_00834	CDS	732				hypothetical protein
BMKFACGC_00835	CDS	186				hypothetical protein
BMKFACGC_00836	CDS	669				hypothetical protein
BMKFACGC_00837	CDS	285				hypothetical protein
BMKFACGC_00838	CDS	90				hypothetical protein
BMKFACGC_00839	CDS	231				hypothetical protein
BMKFACGC_00840	CDS	225				hypothetical protein
BMKFACGC_00841	CDS	771				hypothetical protein
BMKFACGC_00842	CDS	1401				hypothetical protein
BMKFACGC_00843	CDS	375				hypothetical protein
BMKFACGC_00844	CDS	414				hypothetical protein
BMKFACGC_00845	tmRNA	369	ssrA			transfer-messenger RNA, SsrA
BMKFACGC_00846	CDS	789	srrA			Transcriptional regulatory protein SrrA
BMKFACGC_00847	CDS	1470	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
BMKFACGC_00848	CDS	1149	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
BMKFACGC_00849	CDS	867	glcU			putative glucose uptake protein GlcU
BMKFACGC_00850	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
BMKFACGC_00851	CDS	3018				hypothetical protein
BMKFACGC_00852	CDS	1176				IS256 family transposase IS1310
BMKFACGC_00853	CDS	483				hypothetical protein
BMKFACGC_00854	CDS	564				Potassium channel
BMKFACGC_00855	tRNA	76				tRNA-Glu(ctc)
BMKFACGC_00856	tRNA	75				tRNA-Gln(ctg)
BMKFACGC_00857	CDS	354				hypothetical protein
BMKFACGC_00858	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_00859	CDS	693				hypothetical protein
BMKFACGC_00860	CDS	1104	ybiR		COG1055	Inner membrane protein YbiR
BMKFACGC_00861	CDS	663	pdeG	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeG
BMKFACGC_00862	CDS	1125				hypothetical protein
BMKFACGC_00863	CDS	207				hypothetical protein
BMKFACGC_00864	CDS	330				hypothetical protein
BMKFACGC_00865	CDS	306			COG1132	putative ABC transporter ATP-binding protein
BMKFACGC_00866	CDS	1380			COG1132	putative ABC transporter ATP-binding protein
BMKFACGC_00867	CDS	1842		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
BMKFACGC_00868	CDS	1020	yfeW_1	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
BMKFACGC_00869	CDS	990			COG2826	IS30 family transposase ISSlu1
BMKFACGC_00870	CDS	705	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
BMKFACGC_00871	CDS	1350	murT	6.3.5.13	COG0770	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
BMKFACGC_00872	CDS	585	tdk	2.7.1.21		Thymidine kinase
BMKFACGC_00873	CDS	1086	prfA		COG0216	Peptide chain release factor 1
BMKFACGC_00874	CDS	852	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BMKFACGC_00875	CDS	1017	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BMKFACGC_00876	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_00877	CDS	1287	glyA	2.1.2.1		Serine hydroxymethyltransferase
BMKFACGC_00878	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
BMKFACGC_00879	CDS	720	atpB		COG0356	ATP synthase subunit a
BMKFACGC_00880	CDS	213	atpE			ATP synthase subunit c
BMKFACGC_00881	CDS	516	atpF		COG0711	ATP synthase subunit b
BMKFACGC_00882	CDS	543	atpH		COG0712	ATP synthase subunit delta
BMKFACGC_00883	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
BMKFACGC_00884	CDS	900	atpG		COG0224	ATP synthase gamma chain
BMKFACGC_00885	CDS	1416	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
BMKFACGC_00886	CDS	420	atpC		COG0355	ATP synthase epsilon chain
BMKFACGC_00887	CDS	231				hypothetical protein
BMKFACGC_00888	CDS	1308	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
BMKFACGC_00889	CDS	1008	mbl		COG1077	Cell shape-determining protein Mbl
BMKFACGC_00890	CDS	300			COG0759	Putative membrane protein insertion efficiency factor
BMKFACGC_00891	CDS	225				hypothetical protein
BMKFACGC_00892	CDS	1206	rodA_1	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
BMKFACGC_00893	CDS	303	gcvH_1		COG0509	Glycine cleavage system H protein
BMKFACGC_00894	CDS	846				hypothetical protein
BMKFACGC_00895	CDS	972				hypothetical protein
BMKFACGC_00896	CDS	1143	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
BMKFACGC_00897	CDS	1557				hypothetical protein
BMKFACGC_00898	CDS	885				hypothetical protein
BMKFACGC_00899	CDS	480				Putative universal stress protein
BMKFACGC_00900	CDS	288				hypothetical protein
BMKFACGC_00901	CDS	1278	rarA_1	3.6.4.-	COG2256	Replication-associated recombination protein A
BMKFACGC_00902	CDS	456	yueI		COG5506	putative protein YueI
BMKFACGC_00903	CDS	600				hypothetical protein
BMKFACGC_00904	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00905	CDS	288				hypothetical protein
BMKFACGC_00906	CDS	606	rpsD		COG0522	Small ribosomal subunit protein uS4
BMKFACGC_00907	CDS	468	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
BMKFACGC_00908	CDS	1731	ezrA			Septation ring formation regulator EzrA
BMKFACGC_00909	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
BMKFACGC_00910	CDS	1218	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
BMKFACGC_00911	CDS	510	tpx	1.11.1.24	COG2077	Thiol peroxidase
BMKFACGC_00912	CDS	2667	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BMKFACGC_00913	CDS	1323	fpgS	6.3.2.17		Folylpolyglutamate synthase
BMKFACGC_00914	CDS	663				hypothetical protein
BMKFACGC_00915	CDS	1005	mreB		COG1077	Cell shape-determining protein MreB
BMKFACGC_00916	CDS	852	mreC		COG1792	Cell shape-determining protein MreC
BMKFACGC_00917	CDS	528				hypothetical protein
BMKFACGC_00918	CDS	672	minC			septum site-determining protein MinC
BMKFACGC_00919	CDS	807	minD		COG2894	Septum site-determining protein MinD
BMKFACGC_00920	CDS	642	artQ		COG0765	Arginine transport system permease protein ArtQ
BMKFACGC_00921	CDS	636	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
BMKFACGC_00922	CDS	843	glnH_1		COG0834	Glutamine-binding periplasmic protein
BMKFACGC_00923	CDS	1296				hypothetical protein
BMKFACGC_00924	CDS	1290				hypothetical protein
BMKFACGC_00925	CDS	906				hypothetical protein
BMKFACGC_00926	CDS	588	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BMKFACGC_00927	CDS	1251	cinA_1		COG1058	Putative competence-damage inducible protein
BMKFACGC_00928	CDS	1134	recA		COG0468	Protein RecA
BMKFACGC_00929	CDS	153				hypothetical protein
BMKFACGC_00930	CDS	1560	rny_1	3.1.-.-	COG1418	Ribonuclease Y
BMKFACGC_00931	CDS	795	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
BMKFACGC_00932	CDS	2679	mutS		COG0249	DNA mismatch repair protein MutS
BMKFACGC_00933	CDS	2019	mutL		COG0323	DNA mismatch repair protein MutL
BMKFACGC_00934	CDS	609	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
BMKFACGC_00935	CDS	1017	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
BMKFACGC_00936	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BMKFACGC_00937	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
BMKFACGC_00938	CDS	426				hypothetical protein
BMKFACGC_00939	CDS	1104	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
BMKFACGC_00940	CDS	975	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
BMKFACGC_00941	CDS	1359	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
BMKFACGC_00942	CDS	2640	alaS	6.1.1.7		Alanine--tRNA ligase
BMKFACGC_00943	CDS	273				hypothetical protein
BMKFACGC_00944	CDS	438	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BMKFACGC_00945	CDS	312				hypothetical protein
BMKFACGC_00946	CDS	270	zapA			Cell division protein ZapA
BMKFACGC_00947	CDS	537				hypothetical protein
BMKFACGC_00948	CDS	2364	mutSB	3.6.4.-	COG1193	Putative endonuclease MutS2
BMKFACGC_00949	CDS	318	trxA_2		COG3118	Thioredoxin
BMKFACGC_00950	CDS	525				hypothetical protein
BMKFACGC_00951	CDS	831	murI	5.1.1.3	COG0796	Glutamate racemase
BMKFACGC_00952	CDS	600		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BMKFACGC_00953	CDS	519		3.1.4.-		putative metallophosphoesterase MPN_126
BMKFACGC_00954	CDS	492	darB		COG0517	Cyclic di-AMP receptor B
BMKFACGC_00955	CDS	186				hypothetical protein
BMKFACGC_00956	CDS	276				hypothetical protein
BMKFACGC_00957	CDS	687				hypothetical protein
BMKFACGC_00958	CDS	1443				hypothetical protein
BMKFACGC_00959	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_00960	CDS	1107				hypothetical protein
BMKFACGC_00961	CDS	159				hypothetical protein
BMKFACGC_00962	CDS	297				hypothetical protein
BMKFACGC_00963	CDS	1368	stp_2		COG0477	Multidrug resistance protein Stp
BMKFACGC_00964	CDS	180				hypothetical protein
BMKFACGC_00965	CDS	882	ykuT		COG0668	putative MscS family protein YkuT
BMKFACGC_00966	CDS	405				hypothetical protein
BMKFACGC_00967	CDS	363				hypothetical protein
BMKFACGC_00968	CDS	1098	pepQ	3.4.13.9		Xaa-Pro dipeptidase
BMKFACGC_00969	CDS	1002	ccpA_1			Catabolite control protein A
BMKFACGC_00970	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_00971	CDS	828				hypothetical protein
BMKFACGC_00972	CDS	741	artM		COG1126	Arginine transport ATP-binding protein ArtM
BMKFACGC_00973	CDS	1479	mltF			Membrane-bound lytic murein transglycosylase F
BMKFACGC_00974	CDS	738	yebC		COG0217	putative transcriptional regulatory protein YebC
BMKFACGC_00975	CDS	966	comGA		COG2804	Competence protein ComGA
BMKFACGC_00976	CDS	954			COG1459	Type IV pilus assembly protein PilC
BMKFACGC_00977	CDS	312				hypothetical protein
BMKFACGC_00978	CDS	450				hypothetical protein
BMKFACGC_00979	CDS	213				hypothetical protein
BMKFACGC_00980	CDS	423				hypothetical protein
BMKFACGC_00981	CDS	1023				hypothetical protein
BMKFACGC_00982	CDS	1191	ackA_2	2.7.2.1	COG0282	Acetate kinase
BMKFACGC_00983	CDS	1404	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
BMKFACGC_00984	CDS	849	yeaE	1.1.1.-	COG0656	Methylglyoxal reductase YeaE
BMKFACGC_00985	CDS	609				hypothetical protein
BMKFACGC_00986	CDS	1383				hypothetical protein
BMKFACGC_00987	CDS	663				hypothetical protein
BMKFACGC_00988	CDS	795	yutF	3.1.3.5	COG0647	5'-nucleotidase YutF
BMKFACGC_00989	CDS	630				hypothetical protein
BMKFACGC_00990	CDS	642				hypothetical protein
BMKFACGC_00991	CDS	2226				hypothetical protein
BMKFACGC_00992	CDS	1854				hypothetical protein
BMKFACGC_00993	CDS	1407	bcaP_1		COG0531	Branched-chain amino acid permease BcaP
BMKFACGC_00994	CDS	795	ped	1.1.1.311	COG1028	(S)-1-Phenylethanol dehydrogenase
BMKFACGC_00995	CDS	840	ytbE_2	1.-.-.-	COG0656	putative oxidoreductase YtbE
BMKFACGC_00996	CDS	579				hypothetical protein
BMKFACGC_00997	CDS	339			COG3039	IS5 family transposase ISCaa8
BMKFACGC_00998	CDS	309				hypothetical protein
BMKFACGC_00999	CDS	294				hypothetical protein
BMKFACGC_01000	CDS	354	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
BMKFACGC_01001	CDS	666	dedA			DedA family protein
BMKFACGC_01002	CDS	510	ypjQ		COG1267	putative protein YpjQ
BMKFACGC_01003	CDS	594		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
BMKFACGC_01004	CDS	390	yugI		COG1098	General stress protein 13
BMKFACGC_01005	rRNA	1566				16S ribosomal RNA
BMKFACGC_01006	rRNA	2919				23S ribosomal RNA
BMKFACGC_01007	rRNA	117				5S ribosomal RNA
BMKFACGC_01008	tRNA	75				tRNA-Val(tac)
BMKFACGC_01009	tRNA	75				tRNA-Lys(ttt)
BMKFACGC_01010	tRNA	75				tRNA-Thr(tgt)
BMKFACGC_01011	tRNA	72				tRNA-Gly(gcc)
BMKFACGC_01012	tRNA	76				tRNA-Arg(acg)
BMKFACGC_01013	tRNA	74				tRNA-Pro(tgg)
BMKFACGC_01014	tRNA	76				tRNA-Met(cat)
BMKFACGC_01015	tRNA	76				tRNA-Met(cat)
BMKFACGC_01016	tRNA	90				tRNA-Ser(tga)
BMKFACGC_01017	tRNA	76				tRNA-Met(cat)
BMKFACGC_01018	tRNA	77				tRNA-Asp(gtc)
BMKFACGC_01019	tRNA	75				tRNA-Phe(gaa)
BMKFACGC_01020	tRNA	71				tRNA-Gly(tcc)
BMKFACGC_01021	tRNA	77				tRNA-Ile(gat)
BMKFACGC_01022	tRNA	90				tRNA-Ser(gct)
BMKFACGC_01023	tRNA	75				tRNA-Glu(ttc)
BMKFACGC_01024	tRNA	76				tRNA-Met(cat)
BMKFACGC_01025	tRNA	78				tRNA-Asp(gtc)
BMKFACGC_01026	CDS	1203				hypothetical protein
BMKFACGC_01027	CDS	504				hypothetical protein
BMKFACGC_01028	CDS	741			COG1234	putative protein
BMKFACGC_01029	CDS	408	spx_2		COG1393	Global transcriptional regulator Spx
BMKFACGC_01030	CDS	726	mecA		COG4862	Adapter protein MecA
BMKFACGC_01031	CDS	1464	xerC_3			Tyrosine recombinase XerC
BMKFACGC_01032	CDS	750				hypothetical protein
BMKFACGC_01033	CDS	885				hypothetical protein
BMKFACGC_01034	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_01035	CDS	471				hypothetical protein
BMKFACGC_01036	CDS	132				hypothetical protein
BMKFACGC_01037	CDS	171				hypothetical protein
BMKFACGC_01038	CDS	405				hypothetical protein
BMKFACGC_01039	CDS	516				hypothetical protein
BMKFACGC_01040	CDS	1053				hypothetical protein
BMKFACGC_01041	CDS	990			COG2826	IS30 family transposase ISSlu1
BMKFACGC_01042	CDS	600				hypothetical protein
BMKFACGC_01043	CDS	1803				hypothetical protein
BMKFACGC_01044	CDS	237				hypothetical protein
BMKFACGC_01045	CDS	1410	pepDA_2	3.4.13.19	COG4690	Dipeptidase A
BMKFACGC_01046	CDS	699	fnr		COG0664	Anaerobic regulatory protein
BMKFACGC_01047	CDS	1887	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BMKFACGC_01048	CDS	1257		6.3.1.12		D-aspartate ligase
BMKFACGC_01049	CDS	714		5.1.1.13	COG1794	Aspartate racemase
BMKFACGC_01050	CDS	1356			COG3385	IS4 family transposase ISLho3
BMKFACGC_01051	CDS	990			COG2826	IS30 family transposase ISSlu1
BMKFACGC_01052	CDS	450	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
BMKFACGC_01053	CDS	300				hypothetical protein
BMKFACGC_01054	CDS	1368	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
BMKFACGC_01055	CDS	2025	tkt_1	2.2.1.1		Transketolase
BMKFACGC_01056	CDS	1725	ptsI_1	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
BMKFACGC_01057	CDS	2052				hypothetical protein
BMKFACGC_01058	CDS	342				hypothetical protein
BMKFACGC_01059	CDS	435	yyaP		COG0262	putative protein YyaP
BMKFACGC_01060	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_01061	CDS	1260				hypothetical protein
BMKFACGC_01062	CDS	222				hypothetical protein
BMKFACGC_01063	tRNA	71				tRNA-Gly(ccc)
BMKFACGC_01064	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
BMKFACGC_01065	CDS	468	argR_1			Arginine repressor
BMKFACGC_01066	CDS	2097	pbp2a		COG0744	Penicillin-binding protein 2a
BMKFACGC_01067	CDS	345				hypothetical protein
BMKFACGC_01068	CDS	1215				hypothetical protein
BMKFACGC_01069	CDS	2625	smc_2			Chromosome partition protein Smc
BMKFACGC_01070	CDS	975	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
BMKFACGC_01071	CDS	918	prsA_2	5.2.1.8		Foldase protein PrsA
BMKFACGC_01072	CDS	321				hypothetical protein
BMKFACGC_01073	CDS	459	hit		COG0537	Protein hit
BMKFACGC_01074	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
BMKFACGC_01075	CDS	1227				hypothetical protein
BMKFACGC_01076	CDS	792	ccrZ	2.7.1.15	COG0510	Cell cycle regulator CcrZ
BMKFACGC_01077	CDS	648	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BMKFACGC_01078	CDS	1095				hypothetical protein
BMKFACGC_01079	CDS	1806	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
BMKFACGC_01080	CDS	711	degV_2		COG1307	Protein DegV
BMKFACGC_01081	CDS	639	spxH			ClpXP adapter protein SpxH
BMKFACGC_01082	CDS	660	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
BMKFACGC_01083	CDS	804	ppnKA	2.7.1.23	COG0061	NAD kinase 1
BMKFACGC_01084	CDS	900				hypothetical protein
BMKFACGC_01085	CDS	450				hypothetical protein
BMKFACGC_01086	CDS	192				hypothetical protein
BMKFACGC_01087	CDS	774				hypothetical protein
BMKFACGC_01088	CDS	207				hypothetical protein
BMKFACGC_01089	CDS	1524	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
BMKFACGC_01090	CDS	1506	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
BMKFACGC_01091	CDS	201				hypothetical protein
BMKFACGC_01092	CDS	624	cutC			PF03932 family protein CutC
BMKFACGC_01093	CDS	1188			COG0628	Putative transport protein
BMKFACGC_01094	CDS	855	rlmA	2.1.1.187	COG2226	23S rRNA (guanine(745)-N(1))-methyltransferase
BMKFACGC_01095	CDS	513	cspR	2.1.1.207	COG0219	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
BMKFACGC_01096	CDS	2346	ftsK		COG1674	DNA translocase FtsK
BMKFACGC_01097	CDS	123				hypothetical protein
BMKFACGC_01098	CDS	354				hypothetical protein
BMKFACGC_01099	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
BMKFACGC_01100	CDS	945	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
BMKFACGC_01101	CDS	396	ftsL			Cell division protein FtsL
BMKFACGC_01102	CDS	2160	pbpB	3.4.16.4	COG0768	Penicillin-binding protein 2B
BMKFACGC_01103	CDS	972	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
BMKFACGC_01104	CDS	1380	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
BMKFACGC_01105	CDS	1095	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BMKFACGC_01106	CDS	870	divIB		COG1589	Cell division protein DivIB
BMKFACGC_01107	CDS	1329	ftsA		COG0849	Cell division protein FtsA
BMKFACGC_01108	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
BMKFACGC_01109	CDS	432	sepF			Cell division protein SepF
BMKFACGC_01110	CDS	285				hypothetical protein
BMKFACGC_01111	CDS	780	rqcP2		COG2302	Ribosome-associated protein quality control protein P2
BMKFACGC_01112	CDS	711	gpsB_1			Cell cycle adapter protein GpsB
BMKFACGC_01113	CDS	2814	ileS			isoleucine--tRNA ligase IleS
BMKFACGC_01114	CDS	225	cspB		COG1278	Cold shock protein CspB
BMKFACGC_01115	CDS	543	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
BMKFACGC_01116	CDS	297				hypothetical protein
BMKFACGC_01117	CDS	693	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BMKFACGC_01118	CDS	1197	iscS_2	2.8.1.7		Cysteine desulfurase IscS
BMKFACGC_01119	CDS	342				hypothetical protein
