locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLLCJJMH_00734	CDS	681	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
HLLCJJMH_00735	CDS	330				hypothetical protein
HLLCJJMH_00736	CDS	372				hypothetical protein
HLLCJJMH_00737	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
HLLCJJMH_00738	CDS	864	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HLLCJJMH_00739	CDS	1014	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HLLCJJMH_00740	CDS	906	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HLLCJJMH_00741	CDS	942	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HLLCJJMH_00742	CDS	129				hypothetical protein
HLLCJJMH_00743	CDS	642	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
HLLCJJMH_00744	CDS	525				hypothetical protein
HLLCJJMH_00745	CDS	2007	uvrB		COG0556	UvrABC system protein B
HLLCJJMH_00746	CDS	2856	uvrA_2			UvrABC system protein A
HLLCJJMH_00747	CDS	546				hypothetical protein
HLLCJJMH_00748	CDS	885	yvcJ		COG1660	Nucleotide-binding protein YvcJ
HLLCJJMH_00749	CDS	1011			COG0391	Putative gluconeogenesis factor
HLLCJJMH_00750	CDS	939	whiA		COG1481	putative cell division protein WhiA
HLLCJJMH_00751	CDS	597	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HLLCJJMH_00752	CDS	447				putative HTH-type transcriptional regulator
HLLCJJMH_00753	CDS	714				hypothetical protein
HLLCJJMH_00754	tRNA	75				tRNA-Arg(ccg)
HLLCJJMH_00755	CDS	612				hypothetical protein
HLLCJJMH_00756	tRNA	74				tRNA-Arg(ccg)
HLLCJJMH_00757	CDS	1029	cggR		COG2390	Central glycolytic genes regulator
HLLCJJMH_00758	CDS	1011	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
HLLCJJMH_00759	CDS	1203	pgk	2.7.2.3		Phosphoglycerate kinase
HLLCJJMH_00760	CDS	765	tpiA	5.3.1.1		Triosephosphate isomerase
HLLCJJMH_00761	CDS	1320	eno1	4.2.1.11	COG0148	Enolase 1
HLLCJJMH_00762	CDS	1113				hypothetical protein
HLLCJJMH_00763	CDS	1557	clcA			H(+)/Cl(-) exchange transporter ClcA
HLLCJJMH_00764	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
HLLCJJMH_00765	CDS	759	est	3.1.1.1		Carboxylesterase
HLLCJJMH_00766	CDS	2394	rnr	3.1.13.1	COG0557	Ribonuclease R
HLLCJJMH_00767	CDS	474	smpB		COG0691	SsrA-binding protein
HLLCJJMH_00768	CDS	471	glnQ_1			Glutamine transport ATP-binding protein GlnQ
HLLCJJMH_00769	CDS	258	glnQ_2			Glutamine transport ATP-binding protein GlnQ
HLLCJJMH_00770	CDS	570				hypothetical protein
HLLCJJMH_00771	CDS	720	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
HLLCJJMH_00772	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
HLLCJJMH_00773	CDS	474	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HLLCJJMH_00774	CDS	519	mshD_2	2.3.1.189		Mycothiol acetyltransferase
HLLCJJMH_00775	CDS	1020	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
HLLCJJMH_00776	CDS	537	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
HLLCJJMH_00777	CDS	765	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
HLLCJJMH_00778	CDS	915	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HLLCJJMH_00779	CDS	2133	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HLLCJJMH_00780	CDS	663				hypothetical protein
HLLCJJMH_00781	CDS	852	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
HLLCJJMH_00782	CDS	969	cdaR_2		COG4856	CdaA regulatory protein CdaR
HLLCJJMH_00783	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HLLCJJMH_00784	CDS	1818	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HLLCJJMH_00785	CDS	123				hypothetical protein
HLLCJJMH_00786	CDS	723	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HLLCJJMH_00787	CDS	1434				hypothetical protein
HLLCJJMH_00788	CDS	1902	cadA	7.2.2.21		putative cadmium-transporting ATPase
HLLCJJMH_00789	CDS	2304				hypothetical protein
HLLCJJMH_00790	CDS	552				hypothetical protein
HLLCJJMH_00791	CDS	228	copZ		COG2608	Copper chaperone CopZ
HLLCJJMH_00792	CDS	1086	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HLLCJJMH_00793	CDS	309				hypothetical protein
HLLCJJMH_00794	CDS	738				hypothetical protein
HLLCJJMH_00795	CDS	1200				hypothetical protein
HLLCJJMH_00796	CDS	771				hypothetical protein
HLLCJJMH_00797	CDS	894	isdE		COG0614	High-affinity heme uptake system protein IsdE
HLLCJJMH_00798	CDS	969	isdF			putative heme-iron transport system permease protein IsdF
HLLCJJMH_00799	CDS	759	fecE	7.2.2.18	COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
HLLCJJMH_00800	CDS	936	ppx2	3.6.1.11		Exopolyphosphatase 2
HLLCJJMH_00801	CDS	2163	ppk	2.7.4.1		Polyphosphate kinase
HLLCJJMH_00802	CDS	1539	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
HLLCJJMH_00803	CDS	822				hypothetical protein
HLLCJJMH_00804	CDS	573				hypothetical protein
HLLCJJMH_00805	CDS	444				hypothetical protein
HLLCJJMH_00806	CDS	174				hypothetical protein
HLLCJJMH_00807	CDS	450				hypothetical protein
HLLCJJMH_00808	CDS	180				hypothetical protein
HLLCJJMH_00809	CDS	117				hypothetical protein
HLLCJJMH_00810	CDS	372				hypothetical protein
HLLCJJMH_00811	CDS	495				hypothetical protein
HLLCJJMH_00812	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
HLLCJJMH_00813	CDS	483	ylaC		COG1595	RNA polymerase sigma factor YlaC
HLLCJJMH_00814	CDS	918				hypothetical protein
HLLCJJMH_00815	CDS	1356	tpdA	3.4.13.23		Cysteinylglycine-S-conjugate dipeptidase
HLLCJJMH_00816	CDS	1377	xylP_3			Isoprimeverose transporter
HLLCJJMH_00817	CDS	945	araC		COG4977	Arabinose operon regulatory protein
HLLCJJMH_00818	CDS	675				hypothetical protein
HLLCJJMH_00819	CDS	1224				Putative transposase for insertion sequence element IS5376
HLLCJJMH_00820	CDS	738				IS21 family transposase IS712
HLLCJJMH_00821	CDS	1398				hypothetical protein
HLLCJJMH_00822	CDS	987				hypothetical protein
HLLCJJMH_00823	tmRNA	369	ssrA			transfer-messenger RNA, SsrA
HLLCJJMH_00824	CDS	789	srrA			Transcriptional regulatory protein SrrA
HLLCJJMH_00825	CDS	1470	rcsC	2.7.13.3		Sensor histidine kinase RcsC
HLLCJJMH_00826	CDS	1149	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HLLCJJMH_00827	CDS	867	glcU			putative glucose uptake protein GlcU
HLLCJJMH_00828	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HLLCJJMH_00829	CDS	3018				hypothetical protein
HLLCJJMH_00830	CDS	483				hypothetical protein
HLLCJJMH_00831	CDS	564				Potassium channel
HLLCJJMH_00832	CDS	432			COG3039	IS5 family transposase ISLpl3
HLLCJJMH_00833	CDS	372			COG3039	IS5 family transposase ISLpl3
HLLCJJMH_00834	tRNA	76				tRNA-Glu(ctc)
HLLCJJMH_00835	tRNA	75				tRNA-Gln(ctg)
HLLCJJMH_00836	CDS	966				hypothetical protein
HLLCJJMH_00837	CDS	1104	ybiR		COG1055	Inner membrane protein YbiR
HLLCJJMH_00838	CDS	663	pdeG	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeG
HLLCJJMH_00839	CDS	1125				hypothetical protein
HLLCJJMH_00840	CDS	207				hypothetical protein
HLLCJJMH_00841	CDS	330				hypothetical protein
HLLCJJMH_00842	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
HLLCJJMH_00843	CDS	1842		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
HLLCJJMH_00844	CDS	1020	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
HLLCJJMH_00845	CDS	705	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
HLLCJJMH_00846	CDS	1350	murT	6.3.5.13	COG0770	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
HLLCJJMH_00847	CDS	585	tdk	2.7.1.21		Thymidine kinase
HLLCJJMH_00848	CDS	1086	prfA		COG0216	Peptide chain release factor 1
HLLCJJMH_00849	CDS	852	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HLLCJJMH_00850	CDS	1017	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HLLCJJMH_00851	CDS	1242	glyA	2.1.2.1		Serine hydroxymethyltransferase
HLLCJJMH_00852	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
HLLCJJMH_00853	CDS	720	atpB		COG0356	ATP synthase subunit a
HLLCJJMH_00854	CDS	213	atpE			ATP synthase subunit c
HLLCJJMH_00855	CDS	516	atpF		COG0711	ATP synthase subunit b
HLLCJJMH_00856	CDS	543	atpH		COG0712	ATP synthase subunit delta
HLLCJJMH_00857	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
HLLCJJMH_00858	CDS	900	atpG		COG0224	ATP synthase gamma chain
HLLCJJMH_00859	CDS	1416	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
HLLCJJMH_00860	CDS	420	atpC		COG0355	ATP synthase epsilon chain
HLLCJJMH_00861	CDS	231				hypothetical protein
HLLCJJMH_00862	CDS	1308	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
HLLCJJMH_00863	CDS	1008	mbl		COG1077	Cell shape-determining protein Mbl
HLLCJJMH_00864	CDS	300			COG0759	Putative membrane protein insertion efficiency factor
HLLCJJMH_00865	CDS	225				hypothetical protein
HLLCJJMH_00866	CDS	1206	rodA_1	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
HLLCJJMH_00867	CDS	303	gcvH_1		COG0509	Glycine cleavage system H protein
HLLCJJMH_00868	CDS	705				hypothetical protein
HLLCJJMH_00869	CDS	972				hypothetical protein
HLLCJJMH_00870	CDS	1143	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
HLLCJJMH_00871	CDS	1557				hypothetical protein
HLLCJJMH_00872	CDS	885				hypothetical protein
HLLCJJMH_00873	CDS	480				Putative universal stress protein
HLLCJJMH_00874	CDS	288				hypothetical protein
HLLCJJMH_00875	CDS	930			COG2826	IS30 family transposase ISLpl1
HLLCJJMH_00876	CDS	1140	rarA_1	3.6.4.-	COG2256	Replication-associated recombination protein A
HLLCJJMH_00877	CDS	456	yueI		COG5506	putative protein YueI
HLLCJJMH_00878	CDS	600				hypothetical protein
HLLCJJMH_00879	CDS	336				hypothetical protein
HLLCJJMH_00880	CDS	606	rpsD		COG0522	Small ribosomal subunit protein uS4
HLLCJJMH_00881	CDS	468	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
HLLCJJMH_00882	CDS	1731	ezrA			Septation ring formation regulator EzrA
HLLCJJMH_00883	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
HLLCJJMH_00884	CDS	1218	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
HLLCJJMH_00885	CDS	510	tpx	1.11.1.24	COG2077	Thiol peroxidase
HLLCJJMH_00886	CDS	2667	valS	6.1.1.9	COG0525	Valine--tRNA ligase
HLLCJJMH_00887	CDS	1323	fpgS	6.3.2.17		Folylpolyglutamate synthase
HLLCJJMH_00888	CDS	600				hypothetical protein
HLLCJJMH_00889	CDS	1005	mreB		COG1077	Cell shape-determining protein MreB
HLLCJJMH_00890	CDS	852	mreC		COG1792	Cell shape-determining protein MreC
HLLCJJMH_00891	CDS	528				hypothetical protein
HLLCJJMH_00892	CDS	672	minC			septum site-determining protein MinC
HLLCJJMH_00893	CDS	807	minD		COG2894	Septum site-determining protein MinD
HLLCJJMH_00894	CDS	642	artQ		COG0765	Arginine transport system permease protein ArtQ
HLLCJJMH_00895	CDS	636	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
HLLCJJMH_00896	CDS	843	glnH_1		COG0834	Glutamine-binding periplasmic protein
HLLCJJMH_00897	CDS	1296				hypothetical protein
HLLCJJMH_00898	CDS	1290				hypothetical protein
HLLCJJMH_00899	CDS	906				hypothetical protein
HLLCJJMH_00900	CDS	588	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HLLCJJMH_00901	CDS	1251	cinA		COG1058	Putative competence-damage inducible protein
HLLCJJMH_00902	CDS	1134	recA		COG0468	Protein RecA
HLLCJJMH_00903	CDS	153				hypothetical protein
HLLCJJMH_00904	CDS	1560	rny_1	3.1.-.-	COG1418	Ribonuclease Y
HLLCJJMH_00905	CDS	795	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
HLLCJJMH_00906	CDS	2679	mutS		COG0249	DNA mismatch repair protein MutS
HLLCJJMH_00907	CDS	2019	mutL		COG0323	DNA mismatch repair protein MutL
HLLCJJMH_00908	CDS	609	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
HLLCJJMH_00909	CDS	1017	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
HLLCJJMH_00910	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HLLCJJMH_00911	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HLLCJJMH_00912	CDS	426				hypothetical protein
HLLCJJMH_00913	CDS	1113	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
HLLCJJMH_00914	CDS	975	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
HLLCJJMH_00915	CDS	1359	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
HLLCJJMH_00916	CDS	2640	alaS	6.1.1.7		Alanine--tRNA ligase
HLLCJJMH_00917	CDS	273				hypothetical protein
HLLCJJMH_00918	CDS	438	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HLLCJJMH_00919	CDS	312				hypothetical protein
HLLCJJMH_00920	CDS	261	zapA			Cell division protein ZapA
HLLCJJMH_00921	CDS	537				hypothetical protein
HLLCJJMH_00922	CDS	2364	mutSB	3.6.4.-	COG1193	Putative endonuclease MutS2
HLLCJJMH_00923	CDS	318	trxA_2		COG3118	Thioredoxin
HLLCJJMH_00924	CDS	525				hypothetical protein
HLLCJJMH_00925	CDS	831	murI	5.1.1.3	COG0796	Glutamate racemase
HLLCJJMH_00926	CDS	600	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HLLCJJMH_00927	CDS	519				hypothetical protein
HLLCJJMH_00928	CDS	489	darB		COG0517	Cyclic di-AMP receptor B
HLLCJJMH_00929	CDS	159				hypothetical protein
HLLCJJMH_00930	CDS	297				hypothetical protein
HLLCJJMH_00931	CDS	1368	stp_2		COG0477	Multidrug resistance protein Stp
HLLCJJMH_00932	CDS	180				hypothetical protein
HLLCJJMH_00933	CDS	882	ykuT		COG0668	putative MscS family protein YkuT
HLLCJJMH_00934	CDS	405				hypothetical protein
HLLCJJMH_00935	CDS	363				hypothetical protein
HLLCJJMH_00936	CDS	1098	pepQ	3.4.13.9		Xaa-Pro dipeptidase
HLLCJJMH_00937	CDS	1002	ccpA_1			Catabolite control protein A
HLLCJJMH_00938	CDS	828				hypothetical protein
HLLCJJMH_00939	CDS	741	artM		COG1126	Arginine transport ATP-binding protein ArtM
HLLCJJMH_00940	CDS	1479	mltF			Membrane-bound lytic murein transglycosylase F
HLLCJJMH_00941	CDS	738	yebC		COG0217	putative transcriptional regulatory protein YebC
HLLCJJMH_00942	CDS	966	comGA		COG2804	Competence protein ComGA
HLLCJJMH_00943	CDS	954			COG1459	Type IV pilus assembly protein PilC
HLLCJJMH_00944	CDS	312				hypothetical protein
HLLCJJMH_00945	CDS	450				hypothetical protein
HLLCJJMH_00946	CDS	213				hypothetical protein
HLLCJJMH_00947	CDS	423				hypothetical protein
HLLCJJMH_00948	CDS	1023				hypothetical protein
HLLCJJMH_00949	CDS	1191	ackA_2	2.7.2.1	COG0282	Acetate kinase
HLLCJJMH_00950	CDS	1404	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
HLLCJJMH_00951	CDS	849	yeaE	1.1.1.-	COG0656	Methylglyoxal reductase YeaE
HLLCJJMH_00952	CDS	609				hypothetical protein
HLLCJJMH_00953	CDS	1383				hypothetical protein
HLLCJJMH_00954	CDS	663				hypothetical protein
HLLCJJMH_00955	CDS	795	yutF	3.1.3.5	COG0647	5'-nucleotidase YutF
HLLCJJMH_00956	CDS	630				hypothetical protein
HLLCJJMH_00957	CDS	642				hypothetical protein
HLLCJJMH_00958	CDS	2226				hypothetical protein
HLLCJJMH_00959	CDS	1848				hypothetical protein
HLLCJJMH_00960	CDS	1407	bcaP_1		COG0531	Branched-chain amino acid permease BcaP
HLLCJJMH_00961	CDS	795	ped	1.1.1.311	COG1028	(S)-1-Phenylethanol dehydrogenase
HLLCJJMH_00962	CDS	840	ytbE_2	1.-.-.-	COG0656	putative oxidoreductase YtbE
HLLCJJMH_00963	CDS	858				hypothetical protein
HLLCJJMH_00964	CDS	354	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
HLLCJJMH_00965	CDS	666	dedA			DedA family protein
HLLCJJMH_00966	CDS	510	ypjQ		COG1267	putative protein YpjQ
HLLCJJMH_00967	CDS	594		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
HLLCJJMH_00968	CDS	390	yugI		COG1098	General stress protein 13
HLLCJJMH_00969	rRNA	1566				16S ribosomal RNA
HLLCJJMH_00970	rRNA	2919				23S ribosomal RNA
HLLCJJMH_00971	rRNA	117				5S ribosomal RNA
HLLCJJMH_00972	tRNA	75				tRNA-Val(tac)
HLLCJJMH_00973	tRNA	75				tRNA-Lys(ttt)
HLLCJJMH_00974	tRNA	75				tRNA-Thr(tgt)
HLLCJJMH_00975	tRNA	72				tRNA-Gly(gcc)
HLLCJJMH_00976	tRNA	76				tRNA-Arg(acg)
HLLCJJMH_00977	tRNA	74				tRNA-Pro(tgg)
HLLCJJMH_00978	tRNA	76				tRNA-Met(cat)
HLLCJJMH_00979	tRNA	76				tRNA-Met(cat)
HLLCJJMH_00980	tRNA	90				tRNA-Ser(tga)
HLLCJJMH_00981	tRNA	76				tRNA-Met(cat)
HLLCJJMH_00982	tRNA	77				tRNA-Asp(gtc)
HLLCJJMH_00983	tRNA	75				tRNA-Phe(gaa)
HLLCJJMH_00984	tRNA	71				tRNA-Gly(tcc)
HLLCJJMH_00985	tRNA	77				tRNA-Ile(gat)
HLLCJJMH_00986	tRNA	90				tRNA-Ser(gct)
HLLCJJMH_00987	tRNA	75				tRNA-Glu(ttc)
HLLCJJMH_00988	tRNA	76				tRNA-Met(cat)
HLLCJJMH_00989	tRNA	78				tRNA-Asp(gtc)
HLLCJJMH_00990	CDS	1197				hypothetical protein
HLLCJJMH_00991	CDS	504				hypothetical protein
HLLCJJMH_00992	CDS	741			COG1234	putative protein
HLLCJJMH_00993	CDS	297	spx_2			Global transcriptional regulator Spx
HLLCJJMH_00994	CDS	723	mecA		COG4862	Adapter protein MecA
HLLCJJMH_00995	CDS	807	pdeK_2	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeK
HLLCJJMH_00996	CDS	510				hypothetical protein
HLLCJJMH_00997	CDS	1323	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
HLLCJJMH_00998	CDS	195				hypothetical protein
HLLCJJMH_00999	CDS	567	mnmM	2.1.1.61	COG2519	tRNA (mnm(5)s(2)U34)-methyltransferase
HLLCJJMH_01000	CDS	642	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
HLLCJJMH_01001	CDS	2430	leuS	6.1.1.4		Leucine--tRNA ligase
HLLCJJMH_01002	CDS	756				hypothetical protein
HLLCJJMH_01003	CDS	675		7.-.-.-	COG0842	ABC transporter ATP-binding/permease protein
HLLCJJMH_01004	CDS	765				hypothetical protein
HLLCJJMH_01005	CDS	321				hypothetical protein
HLLCJJMH_01006	CDS	1635	murJ_2		COG2244	Lipid II flippase MurJ
HLLCJJMH_01007	CDS	690				hypothetical protein
HLLCJJMH_01008	CDS	834	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
HLLCJJMH_01009	CDS	1401		3.4.13.-		Putative dipeptidase
HLLCJJMH_01010	CDS	507				Putative universal stress protein
HLLCJJMH_01011	CDS	1110	ald	1.4.1.1		Alanine dehydrogenase
HLLCJJMH_01012	CDS	1359	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
HLLCJJMH_01013	CDS	327				hypothetical protein
HLLCJJMH_01014	CDS	333	ytpP		COG0526	Thioredoxin-like protein YtpP
HLLCJJMH_01015	CDS	639	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
HLLCJJMH_01016	CDS	2610				hypothetical protein
HLLCJJMH_01017	CDS	1332	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
HLLCJJMH_01018	CDS	729	pnuC_2			Nicotinamide riboside transporter PnuC
HLLCJJMH_01019	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
HLLCJJMH_01020	CDS	1350				Nucleobase transporter PlUacP
HLLCJJMH_01021	CDS	1347	guaD	3.5.4.3	COG0402	Guanine deaminase
HLLCJJMH_01022	CDS	2661	polA	2.7.7.7		DNA polymerase I
HLLCJJMH_01023	CDS	861	mutM	3.2.2.23		Formamidopyrimidine-DNA glycosylase
HLLCJJMH_01024	CDS	630	coaE	2.7.1.24		Dephospho-CoA kinase
HLLCJJMH_01025	CDS	501	nrdR		COG1327	Transcriptional repressor NrdR
HLLCJJMH_01026	CDS	1371	dnaB		COG3611	Replicative helicase loading/DNA remodeling protein DnaB
HLLCJJMH_01027	CDS	927	dnaI	3.6.4.-	COG1484	Replicative helicase loader DnaI
HLLCJJMH_01028	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
HLLCJJMH_01029	CDS	564	infC			Translation initiation factor IF-3
HLLCJJMH_01030	CDS	195	rpmI		COG0291	Large ribosomal subunit protein bL35
HLLCJJMH_01031	CDS	360	rplT		COG0292	Large ribosomal subunit protein bL20
HLLCJJMH_01032	CDS	1572				hypothetical protein
HLLCJJMH_01033	CDS	543				hypothetical protein
HLLCJJMH_01034	CDS	1143	yqeH		COG1161	putative protein YqeH
HLLCJJMH_01035	CDS	309			COG1534	RNA-binding protein
HLLCJJMH_01036	CDS	633	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HLLCJJMH_01037	CDS	594		3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
HLLCJJMH_01038	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
HLLCJJMH_01039	CDS	744	desVI	2.1.1.234		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
HLLCJJMH_01040	CDS	1149	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
HLLCJJMH_01041	CDS	555				hypothetical protein
HLLCJJMH_01042	CDS	189	rpmF3		COG0333	Large ribosomal subunit protein bL32C
HLLCJJMH_01043	CDS	816	ybiV_2	3.1.3.23	COG0561	Sugar phosphatase YbiV
HLLCJJMH_01044	CDS	315	czrA_2		COG0640	HTH-type transcriptional repressor CzrA
HLLCJJMH_01045	CDS	654				hypothetical protein
HLLCJJMH_01046	CDS	1017	adhA_2	1.1.1.1	COG1064	Alcohol dehydrogenase 1
HLLCJJMH_01047	CDS	687	arlR_2		COG0745	Response regulator ArlR
HLLCJJMH_01048	CDS	1611	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
HLLCJJMH_01049	CDS	405				hypothetical protein
HLLCJJMH_01050	CDS	903	yidC			Membrane protein insertase YidC
HLLCJJMH_01051	CDS	273	yccX	3.6.1.7	COG1254	Acylphosphatase
HLLCJJMH_01052	CDS	771	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
HLLCJJMH_01053	CDS	498				hypothetical protein
HLLCJJMH_01054	CDS	375	yodB		COG1733	HTH-type transcriptional regulator YodB
HLLCJJMH_01055	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HLLCJJMH_01056	CDS	2409	pheT_2	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
HLLCJJMH_01057	CDS	1137	mltG	4.2.2.29	COG1559	Endolytic murein transglycosylase
HLLCJJMH_01058	CDS	675	udk	2.7.1.48	COG0572	Uridine kinase
HLLCJJMH_01059	CDS	474	greA_2		COG0782	Transcription elongation factor GreA
HLLCJJMH_01060	CDS	309	pdhI		COG4841	Pyruvate dehydrogenase inhibitor
HLLCJJMH_01061	CDS	2631				hypothetical protein
HLLCJJMH_01062	CDS	210				hypothetical protein
HLLCJJMH_01063	CDS	2115	penA		COG0768	Penicillin-binding protein 2B
HLLCJJMH_01064	CDS	150	rpmGA		COG0267	Large ribosomal subunit protein bL33A
HLLCJJMH_01065	CDS	549	yqgN		COG0212	putative protein YqgN
HLLCJJMH_01066	CDS	681	gluP	3.4.21.105	COG0457	Rhomboid protease GluP
HLLCJJMH_01067	CDS	231				hypothetical protein
HLLCJJMH_01068	CDS	972	glcK	2.7.1.2	COG1940	Glucokinase
HLLCJJMH_01069	CDS	417	yibN		COG0607	putative protein YibN
HLLCJJMH_01070	CDS	177				hypothetical protein
HLLCJJMH_01071	CDS	756	UgpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
HLLCJJMH_01072	CDS	924	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HLLCJJMH_01073	CDS	387	glnR		COG0789	HTH-type transcriptional regulator GlnR
HLLCJJMH_01074	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
HLLCJJMH_01075	CDS	873				hypothetical protein
HLLCJJMH_01076	CDS	942				hypothetical protein
HLLCJJMH_01077	CDS	543				hypothetical protein
HLLCJJMH_01078	CDS	528				hypothetical protein
HLLCJJMH_01079	CDS	309	rplU		COG0261	Large ribosomal subunit protein bL21
HLLCJJMH_01080	CDS	339				hypothetical protein
HLLCJJMH_01081	CDS	300	rpmA		COG0211	Large ribosomal subunit protein bL27
HLLCJJMH_01082	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
HLLCJJMH_01083	CDS	561	efp		COG0231	Elongation factor P
HLLCJJMH_01084	CDS	441				putative protein
HLLCJJMH_01085	CDS	429	nusB		COG0781	Transcription antitermination protein NusB
HLLCJJMH_01086	CDS	867	folD		COG0190	Bifunctional protein FolD protein
