Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
glyA,glyA,Serine hydroxymethyltransferase,10,10,1.0,1,175,,,,1242,1287,1246.5,JECDCPOO_00798,KDAEOHOB_01079,OPNKAGHI_01831,KAHEJOMD_00940,HMEEEBGO_00961,KGEHKDDB_00803,GMGKJONF_00853,HLLCJJMH_00851,BMKFACGC_00877,FHDKMCMF_02292
rtpR,rtpR,Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase,10,10,1.0,1,174,,,,2253,2253,2253.0,JECDCPOO_02012,KDAEOHOB_02279,OPNKAGHI_00516,KAHEJOMD_02150,HMEEEBGO_02355,KGEHKDDB_02059,GMGKJONF_02112,HLLCJJMH_02112,BMKFACGC_02132,FHDKMCMF_01098
group_74,,hypothetical protein,10,10,1.0,1,172,,,,567,567,567.0,JECDCPOO_00239,KDAEOHOB_00497,OPNKAGHI_02422,KAHEJOMD_00276,HMEEEBGO_01563,KGEHKDDB_00236,GMGKJONF_00272,HLLCJJMH_00282,BMKFACGC_00264,FHDKMCMF_00342
malP,malP,Maltose phosphorylase,10,10,1.0,1,171,,,,2271,2271,2271.0,JECDCPOO_00387,KDAEOHOB_00644,OPNKAGHI_02266,KAHEJOMD_00418,HMEEEBGO_01416,KGEHKDDB_00384,GMGKJONF_00418,HLLCJJMH_00430,BMKFACGC_00423,FHDKMCMF_00195
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,10,10,1.0,1,169,,,,1128,1185,1173.6,JECDCPOO_01448,KDAEOHOB_01788,OPNKAGHI_01164,KAHEJOMD_01597,HMEEEBGO_00090,KGEHKDDB_01520,GMGKJONF_01569,HLLCJJMH_01620,BMKFACGC_01121,FHDKMCMF_01652
group_73,,hypothetical protein,10,11,1.1,1,168,,,,321,948,860.4545454545455,JECDCPOO_00614,KDAEOHOB_00873,OPNKAGHI_02034;OPNKAGHI_02035,KAHEJOMD_00656,HMEEEBGO_01180,KGEHKDDB_00624,GMGKJONF_00651,HLLCJJMH_00665,BMKFACGC_00657,FHDKMCMF_02471
group_72,,hypothetical protein,10,11,1.1,1,167,,,,249,609,528.8181818181819,JECDCPOO_00277,KDAEOHOB_00535,OPNKAGHI_02387,KAHEJOMD_00309,HMEEEBGO_01525,KGEHKDDB_00275,GMGKJONF_00305,HLLCJJMH_00321;HLLCJJMH_00320,BMKFACGC_00307,FHDKMCMF_00304
group_71,,putative HTH-type transcriptional regulator,10,10,1.0,1,165,,,,354,354,354.0,JECDCPOO_00915,KDAEOHOB_01191,OPNKAGHI_01714,KAHEJOMD_01058,HMEEEBGO_00845,KGEHKDDB_00915,GMGKJONF_00968,HLLCJJMH_00964,BMKFACGC_01000,FHDKMCMF_02180
cueR,cueR;,HTH-type transcriptional regulator CueR;hypothetical protein,10,10,1.0,1,164,,,,372,372,372.0,JECDCPOO_02446,KDAEOHOB_00199,OPNKAGHI_02584,KAHEJOMD_02570,HMEEEBGO_01882,KGEHKDDB_02481,GMGKJONF_02522,HLLCJJMH_02572,BMKFACGC_02557,FHDKMCMF_00675
group_70,,hypothetical protein,10,10,1.0,1,162,,,,351,351,351.0,JECDCPOO_01190,KDAEOHOB_01451,OPNKAGHI_01429,KAHEJOMD_01322,HMEEEBGO_00493,KGEHKDDB_01176,GMGKJONF_01231,HLLCJJMH_01225,BMKFACGC_01403,FHDKMCMF_01918
nagR_1,nagR_1,HTH-type transcriptional repressor NagR,10,10,1.0,1,161,,,,690,726,722.4,JECDCPOO_00180,KDAEOHOB_00436,OPNKAGHI_02494,KAHEJOMD_00215,HMEEEBGO_01623,KGEHKDDB_00178,GMGKJONF_00203,HLLCJJMH_00222,BMKFACGC_00200,FHDKMCMF_00401
xylQ,xylQ,Alpha-xylosidase XylQ,10,10,1.0,1,160,,,,2289,2289,2289.0,JECDCPOO_00498,KDAEOHOB_00758,OPNKAGHI_02161,KAHEJOMD_00536,HMEEEBGO_01302,KGEHKDDB_00497,GMGKJONF_00532,HLLCJJMH_00542,BMKFACGC_00533,FHDKMCMF_00081
helD_2,helD_2,DNA helicase IV,10,10,1.0,1,159,,,,2295,2295,2295.0,JECDCPOO_01874,KDAEOHOB_02146,OPNKAGHI_00651,KAHEJOMD_02013,HMEEEBGO_02493,KGEHKDDB_01922,GMGKJONF_01973,HLLCJJMH_01968,BMKFACGC_01983,FHDKMCMF_01236
group_68,,hypothetical protein,10,10,1.0,1,157,,,,342,342,342.0,JECDCPOO_00621,KDAEOHOB_00880,OPNKAGHI_02027,KAHEJOMD_00666,HMEEEBGO_01173,KGEHKDDB_00631,GMGKJONF_00658,HLLCJJMH_00672,BMKFACGC_00664,FHDKMCMF_02464
ohrR,ohrR,Organic hydroperoxide resistance transcriptional regulator,10,10,1.0,1,156,,,,477,477,477.0,JECDCPOO_01530,KDAEOHOB_01871,OPNKAGHI_01074,KAHEJOMD_01748,HMEEEBGO_02833,KGEHKDDB_01664,GMGKJONF_01718,HLLCJJMH_01705,BMKFACGC_01632,FHDKMCMF_01501
group_67,,hypothetical protein,10,10,1.0,1,155,,,,240,243,240.3,JECDCPOO_01702,KDAEOHOB_01949,OPNKAGHI_00825,KAHEJOMD_01830,HMEEEBGO_02750,KGEHKDDB_01745,GMGKJONF_01800,HLLCJJMH_01786,BMKFACGC_01811,FHDKMCMF_01420
ponA,ponA,Penicillin-binding protein 1A,10,10,1.0,1,154,,,,2307,2307,2307.0,JECDCPOO_01176,KDAEOHOB_01441,OPNKAGHI_01439,KAHEJOMD_01312,HMEEEBGO_00503,KGEHKDDB_01166,GMGKJONF_01221,HLLCJJMH_01215,BMKFACGC_01413,FHDKMCMF_01928
helD_1,helD_1,DNA helicase IV,10,10,1.0,1,153,,,,2307,2307,2307.0,JECDCPOO_00483,KDAEOHOB_00742,OPNKAGHI_02177,KAHEJOMD_00520,HMEEEBGO_01318,KGEHKDDB_00481,GMGKJONF_00516,HLLCJJMH_00526,BMKFACGC_00513,FHDKMCMF_00097
ctpE,ctpE,Calcium-transporting ATPase CtpE,10,10,1.0,1,152,,,,2337,2337,2337.0,JECDCPOO_00137,KDAEOHOB_00393,OPNKAGHI_02543,KAHEJOMD_00160,HMEEEBGO_01680,KGEHKDDB_00131,GMGKJONF_00162,HLLCJJMH_00179,BMKFACGC_00150,FHDKMCMF_00448
recJ,recJ,Single-stranded-DNA-specific exonuclease RecJ,10,10,1.0,1,151,,,,2322,2322,2322.0,JECDCPOO_01389,KDAEOHOB_01729,OPNKAGHI_01224,KAHEJOMD_01537,HMEEEBGO_00150,KGEHKDDB_01461,GMGKJONF_01510,HLLCJJMH_01561,BMKFACGC_01182,FHDKMCMF_01711
bipA_1,bipA_1,Large ribosomal subunit assembly factor BipA,10,10,1.0,1,148,,,,2343,2343,2343.0,JECDCPOO_01346,KDAEOHOB_01685,OPNKAGHI_01269,KAHEJOMD_01495,HMEEEBGO_00255,KGEHKDDB_01419,GMGKJONF_01467,HLLCJJMH_01404,BMKFACGC_01228,FHDKMCMF_01753
spoIIIE,spoIIIE,DNA translocase SpoIIIE,10,10,1.0,1,146,,,,2346,2346,2346.0,JECDCPOO_01472,KDAEOHOB_01812,OPNKAGHI_01139,KAHEJOMD_01622,HMEEEBGO_00065,KGEHKDDB_01544,GMGKJONF_01595,HLLCJJMH_01645,BMKFACGC_01096,FHDKMCMF_01628
group_64,,hypothetical protein,10,11,1.1,1,145,,,,210,966,877.0909090909091,JECDCPOO_01903;JECDCPOO_01902,KDAEOHOB_02173,OPNKAGHI_00621,KAHEJOMD_02040,HMEEEBGO_02466,KGEHKDDB_01949,GMGKJONF_02005,HLLCJJMH_01995,BMKFACGC_02010,FHDKMCMF_01209
mutSB,mutSB,Putative endonuclease MutS2,10,10,1.0,1,144,,,,2364,2364,2364.0,JECDCPOO_00868,KDAEOHOB_01149,OPNKAGHI_01758,KAHEJOMD_01012,HMEEEBGO_00891,KGEHKDDB_00873,GMGKJONF_00923,HLLCJJMH_00922,BMKFACGC_00948,FHDKMCMF_02222
dinG_2,dinG_2,3'-5' exonuclease DinG,10,10,1.0,1,143,,,,2367,2367,2367.0,JECDCPOO_01987,KDAEOHOB_02258,OPNKAGHI_00535,KAHEJOMD_02125,HMEEEBGO_02379,KGEHKDDB_02035,GMGKJONF_02093,HLLCJJMH_02083,BMKFACGC_02103,FHDKMCMF_01122
hxlR,;hxlR,hypothetical protein;HTH-type transcriptional activator HxlR,10,10,1.0,1,140,,,,210,363,347.7,JECDCPOO_02146,KDAEOHOB_02393,OPNKAGHI_00403,KAHEJOMD_02266,HMEEEBGO_02242,KGEHKDDB_02172,GMGKJONF_02230,HLLCJJMH_02226,BMKFACGC_02254,FHDKMCMF_00982
hit,hit,Protein hit,10,10,1.0,1,139,,,,459,459,459.0,JECDCPOO_01495,KDAEOHOB_01836,OPNKAGHI_01104,KAHEJOMD_01645,HMEEEBGO_00042,KGEHKDDB_01568,GMGKJONF_01618,HLLCJJMH_01669,BMKFACGC_01073,FHDKMCMF_01604
group_61,,hypothetical protein,10,10,1.0,1,138,,,,738,738,738.0,JECDCPOO_01218,KDAEOHOB_01479,OPNKAGHI_01399,KAHEJOMD_01351,HMEEEBGO_00465,KGEHKDDB_01204,GMGKJONF_01259,HLLCJJMH_01253,BMKFACGC_01374,FHDKMCMF_01888
rnr,rnr,Ribonuclease R,10,10,1.0,1,137,,,,2394,2394,2394.0,JECDCPOO_00714,KDAEOHOB_00978,OPNKAGHI_01930,KAHEJOMD_00765,HMEEEBGO_01075,KGEHKDDB_00724,GMGKJONF_00757,HLLCJJMH_00766,BMKFACGC_00766,FHDKMCMF_02371
pheT_2,pheT_2,Phenylalanine--tRNA ligase beta subunit,10,10,1.0,1,136,,,,2409,2409,2409.0,JECDCPOO_01008,KDAEOHOB_01283,OPNKAGHI_01617,KAHEJOMD_01149,HMEEEBGO_00664,KGEHKDDB_01007,GMGKJONF_01060,HLLCJJMH_01056,BMKFACGC_01554,FHDKMCMF_02088
spx_2~~~spx_3,spx_2;spx_3,Global transcriptional regulator Spx,10,10,1.0,1,135,,,,279,408,384.0,JECDCPOO_00944,KDAEOHOB_01220,OPNKAGHI_01685,KAHEJOMD_01087,HMEEEBGO_00815,KGEHKDDB_00944,GMGKJONF_00997,HLLCJJMH_00993,BMKFACGC_01029,FHDKMCMF_02151
mdtL,;mdtL,hypothetical protein;Multidrug resistance protein MdtL,10,11,1.1,1,134,,,,501,1176,1072.6363636363637,JECDCPOO_02141,KDAEOHOB_02388,OPNKAGHI_00409;OPNKAGHI_00408,KAHEJOMD_02260,HMEEEBGO_02247,KGEHKDDB_02167,GMGKJONF_02224,HLLCJJMH_02221,BMKFACGC_02247,FHDKMCMF_00987
priA,priA,Replication restart protein PriA,10,10,1.0,1,132,,,,2418,2418,2418.0,JECDCPOO_01051,KDAEOHOB_01325,OPNKAGHI_01571,KAHEJOMD_01192,HMEEEBGO_00621,KGEHKDDB_01050,GMGKJONF_01102,HLLCJJMH_01099,BMKFACGC_01508,FHDKMCMF_02045
murR~~~hexR,murR;hexR,HTH-type transcriptional regulator MurR;HTH-type transcriptional regulator HexR,10,11,1.1,1,130,,,,378,861,783.0,JECDCPOO_01690,KDAEOHOB_01937,OPNKAGHI_00839,KAHEJOMD_01818;KAHEJOMD_01817,HMEEEBGO_02763,KGEHKDDB_01733,GMGKJONF_01788,HLLCJJMH_01774,BMKFACGC_01798,FHDKMCMF_01432
leuS,leuS,Leucine--tRNA ligase,10,10,1.0,1,128,,,,2430,2430,2430.0,JECDCPOO_00952,KDAEOHOB_01228,OPNKAGHI_01677,KAHEJOMD_01095,HMEEEBGO_00719,KGEHKDDB_00952,GMGKJONF_01005,HLLCJJMH_01001,BMKFACGC_01615,FHDKMCMF_02143
pepX,pepX,Xaa-Pro dipeptidyl-peptidase,10,10,1.0,1,126,,,,2436,2436,2436.0,JECDCPOO_01895,KDAEOHOB_02166,OPNKAGHI_00630,KAHEJOMD_02033,HMEEEBGO_02473,KGEHKDDB_01942,GMGKJONF_01994,HLLCJJMH_01988,BMKFACGC_02003,FHDKMCMF_01216
parC,parC,DNA topoisomerase IV subunit A ParC,10,10,1.0,1,125,,,,2448,2448,2448.0,JECDCPOO_01241,KDAEOHOB_01505,OPNKAGHI_01373,KAHEJOMD_01376,HMEEEBGO_00439,KGEHKDDB_01230,GMGKJONF_01283,HLLCJJMH_01286,BMKFACGC_01347,FHDKMCMF_01861
xpkA,xpkA,Xylulose-5-phosphate phosphoketolase,10,10,1.0,1,124,,,,2460,2460,2460.0,JECDCPOO_00520,KDAEOHOB_00780,OPNKAGHI_02136,KAHEJOMD_00558,HMEEEBGO_01277,KGEHKDDB_00519,GMGKJONF_00554,HLLCJJMH_00564,BMKFACGC_00558,FHDKMCMF_00059
fhuC,fhuC,Iron(3+)-hydroxamate import ATP-binding protein FhuC,10,10,1.0,1,123,,,,675,675,675.0,JECDCPOO_00954,KDAEOHOB_01230,OPNKAGHI_01675,KAHEJOMD_01097,HMEEEBGO_00717,KGEHKDDB_00954,GMGKJONF_01007,HLLCJJMH_01003,BMKFACGC_01613,FHDKMCMF_02141
murB_2~~~murB_1~~~murB,murB_2;murB_1;murB,UDP-N-acetylenolpyruvoylglucosamine reductase,10,12,1.2,1,122,,,,402,915,763.0,JECDCPOO_00725,KDAEOHOB_00989,OPNKAGHI_01919;OPNKAGHI_01918,KAHEJOMD_00776,HMEEEBGO_01064,KGEHKDDB_00735,GMGKJONF_00768;GMGKJONF_00769,HLLCJJMH_00778,BMKFACGC_00777,FHDKMCMF_02360
metG_1~~~metG_2~~~metG,metG_1;metG_2;metG,Methionine--tRNA ligase,10,11,1.1,1,119,,,,729,2034,1851.0,JECDCPOO_00491,KDAEOHOB_00751,OPNKAGHI_02169;OPNKAGHI_02168,KAHEJOMD_00529,HMEEEBGO_01309,KGEHKDDB_00490,GMGKJONF_00524,HLLCJJMH_00535,BMKFACGC_00521,FHDKMCMF_00088
xylT_2~~~xylT_1,xylT_2;xylT_1,D-xylose transporter,10,11,1.1,1,117,,,,609,1485,1263.0,JECDCPOO_00206,KDAEOHOB_00462,OPNKAGHI_02465,KAHEJOMD_00242;KAHEJOMD_00243,HMEEEBGO_01597,KGEHKDDB_00205,GMGKJONF_00231,HLLCJJMH_00249,BMKFACGC_00227,FHDKMCMF_00374
group_54,,hypothetical protein,10,10,1.0,1,116,,,,393,393,393.0,JECDCPOO_02323,KDAEOHOB_00069,OPNKAGHI_00217,KAHEJOMD_02442,HMEEEBGO_02005,KGEHKDDB_02350,GMGKJONF_02390,HLLCJJMH_02429,BMKFACGC_02411,FHDKMCMF_00815
clpC,clpC,ATP-dependent Clp protease ATP-binding subunit ClpC,10,10,1.0,1,115,,,,2487,2487,2487.0,JECDCPOO_01813,KDAEOHOB_02080,OPNKAGHI_00716,KAHEJOMD_01940,HMEEEBGO_02637,KGEHKDDB_01852,GMGKJONF_01908,HLLCJJMH_01897,BMKFACGC_01920,FHDKMCMF_01310
recD2,recD2,ATP-dependent RecD2 DNA helicase,10,10,1.0,1,114,,,,2526,2526,2526.0,JECDCPOO_01445,KDAEOHOB_01785,OPNKAGHI_01167,KAHEJOMD_01594,HMEEEBGO_00093,KGEHKDDB_01517,GMGKJONF_01566,HLLCJJMH_01617,BMKFACGC_01124,FHDKMCMF_01655
manX,manX,PTS system mannose-specific EIIAB component,10,10,1.0,1,113,,,,504,504,504.0,JECDCPOO_00604,KDAEOHOB_00863,OPNKAGHI_02046,KAHEJOMD_00646,HMEEEBGO_01190,KGEHKDDB_00614,GMGKJONF_00641,HLLCJJMH_00655,BMKFACGC_00647,FHDKMCMF_02481
uvrA_3,uvrA_3,UvrABC system protein A,10,10,1.0,1,112,,,,2511,2511,2511.0,JECDCPOO_01526,KDAEOHOB_01867,OPNKAGHI_01078,KAHEJOMD_01679,HMEEEBGO_00009,KGEHKDDB_01599,GMGKJONF_01649,HLLCJJMH_01701,BMKFACGC_01628,FHDKMCMF_01571
kdsr_3~~~kdsr_4,kdsr_3;;kdsr_4,3-ketodihydrosphingosine reductase;hypothetical protein,10,10,1.0,1,111,,,,318,837,785.1,JECDCPOO_02244,KDAEOHOB_02489,OPNKAGHI_00293,KAHEJOMD_02373,HMEEEBGO_02123,KGEHKDDB_02265,GMGKJONF_02330,HLLCJJMH_02351,BMKFACGC_02340,FHDKMCMF_00890
group_53,,hypothetical protein,10,10,1.0,1,110,,,,426,480,453.3,JECDCPOO_02046,KDAEOHOB_02312,OPNKAGHI_00483,KAHEJOMD_02183,HMEEEBGO_02320,KGEHKDDB_02092,GMGKJONF_02146,HLLCJJMH_02146,BMKFACGC_02167,FHDKMCMF_01065
group_52,,hypothetical protein,10,10,1.0,1,109,,,,339,630,574.8,JECDCPOO_00907,KDAEOHOB_01183,OPNKAGHI_01723,KAHEJOMD_01050,HMEEEBGO_00853,KGEHKDDB_00907,GMGKJONF_00960,HLLCJJMH_00956,BMKFACGC_00989,FHDKMCMF_02188
gyrA,gyrA,DNA gyrase subunit A GyrA,10,10,1.0,1,108,,,,2535,2535,2535.0,JECDCPOO_00006,KDAEOHOB_00264,OPNKAGHI_00006,KAHEJOMD_00006,HMEEEBGO_01817,KGEHKDDB_00006,GMGKJONF_00006,HLLCJJMH_00006,BMKFACGC_00006,FHDKMCMF_00602
group_50,,hypothetical protein,10,10,1.0,1,106,,,,2562,2562,2562.0,JECDCPOO_00209,KDAEOHOB_00465,OPNKAGHI_02462,KAHEJOMD_00246,HMEEEBGO_01593,KGEHKDDB_00208,GMGKJONF_00234,HLLCJJMH_00252,BMKFACGC_00230,FHDKMCMF_00371
purT,purT,Formate-dependent phosphoribosylglycinamide formyltransferase,10,10,1.0,1,104,,,,2577,2577,2577.0,JECDCPOO_01202,KDAEOHOB_01463,OPNKAGHI_01416,KAHEJOMD_01334,HMEEEBGO_00481,KGEHKDDB_01188,GMGKJONF_01243,HLLCJJMH_01237,BMKFACGC_01391,FHDKMCMF_01906
ubiE,ubiE,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,10,10,1.0,1,103,,,,711,711,711.0,JECDCPOO_01221,KDAEOHOB_01482,OPNKAGHI_01396,KAHEJOMD_01354,HMEEEBGO_00462,KGEHKDDB_01207,GMGKJONF_01262,HLLCJJMH_01256,BMKFACGC_01371,FHDKMCMF_01884
group_48,,hypothetical protein,10,11,1.1,1,101,,,,216,816,744.5454545454545,JECDCPOO_01938,KDAEOHOB_02208,OPNKAGHI_00586,KAHEJOMD_02075,HMEEEBGO_02431,KGEHKDDB_01985,GMGKJONF_02040,HLLCJJMH_02031,BMKFACGC_02048;BMKFACGC_02047,FHDKMCMF_01174
menI,;menI,hypothetical protein;14-dihydroxy-2-naphthoyl-CoA hydrolase,10,10,1.0,1,100,,,,135,366,342.9,JECDCPOO_00077,KDAEOHOB_00330,OPNKAGHI_00088,KAHEJOMD_00096,HMEEEBGO_01742,KGEHKDDB_00072,GMGKJONF_00099,HLLCJJMH_00117,BMKFACGC_00090,FHDKMCMF_00507
icaB_1~~~icaB,icaB_1;icaB,Poly-beta-16-N-acetyl-D-glucosamine N-deacetylase,10,10,1.0,1,99,,,,849,873,853.8,JECDCPOO_00301,KDAEOHOB_00560,OPNKAGHI_02356,KAHEJOMD_00333,HMEEEBGO_01502,KGEHKDDB_00299,GMGKJONF_00329,HLLCJJMH_00345,BMKFACGC_00333,FHDKMCMF_00280
group_46,,Calcium-transporting ATPase 1,10,10,1.0,1,97,,,,2607,2607,2607.0,JECDCPOO_01663,KDAEOHOB_01910,OPNKAGHI_00869,KAHEJOMD_01791,HMEEEBGO_02790,KGEHKDDB_01707,GMGKJONF_01761,HLLCJJMH_01748,BMKFACGC_01772,FHDKMCMF_01458
group_45,,hypothetical protein,10,10,1.0,1,96,,,,525,525,525.0,JECDCPOO_00870,KDAEOHOB_01151,OPNKAGHI_01756,KAHEJOMD_01014,HMEEEBGO_00889,KGEHKDDB_00875,GMGKJONF_00925,HLLCJJMH_00924,BMKFACGC_00950,FHDKMCMF_02220
clpB,clpB,Chaperone protein ClpB,10,10,1.0,1,95,,,,2613,2613,2613.0,JECDCPOO_01287,KDAEOHOB_01551,OPNKAGHI_01328,KAHEJOMD_01437,HMEEEBGO_00393,KGEHKDDB_01280,GMGKJONF_01326,HLLCJJMH_01346,BMKFACGC_01292,FHDKMCMF_01810
larC,larC,Pyridinium-35-bisthiocarboxylic acid mononucleotide nickel insertion protein,10,10,1.0,1,94,,,,1233,1233,1233.0,JECDCPOO_01970,KDAEOHOB_02240,OPNKAGHI_00553,KAHEJOMD_02107,HMEEEBGO_02399,KGEHKDDB_02017,GMGKJONF_02072,HLLCJJMH_02063,BMKFACGC_02082,FHDKMCMF_01142
adhE,adhE,Aldehyde-alcohol dehydrogenase,10,10,1.0,1,93,,,,2622,2622,2622.0,JECDCPOO_00140,KDAEOHOB_00396,OPNKAGHI_02538,KAHEJOMD_00163,HMEEEBGO_01677,KGEHKDDB_00134,GMGKJONF_00165,HLLCJJMH_00182,BMKFACGC_00153,FHDKMCMF_00445
psaA,;psaA,hypothetical protein;Manganese ABC transporter substrate-binding lipoprotein PsaA,10,11,1.1,1,92,,,,318,915,832.0909090909091,JECDCPOO_00612,KDAEOHOB_00871,OPNKAGHI_02037;OPNKAGHI_02038,KAHEJOMD_00654,HMEEEBGO_01182,KGEHKDDB_00622,GMGKJONF_00649,HLLCJJMH_00663,BMKFACGC_00655,FHDKMCMF_02473
group_44,,hypothetical protein,10,10,1.0,1,91,,,,579,858,830.1,JECDCPOO_00914,KDAEOHOB_01190,OPNKAGHI_01715,KAHEJOMD_01057,HMEEEBGO_00846,KGEHKDDB_00914,GMGKJONF_00967,HLLCJJMH_00963,BMKFACGC_00996,FHDKMCMF_02181
graF,;graF,hypothetical protein;Gamma-resorcylate decarboxylase,10,11,1.1,1,89,,,,303,945,859.0909090909091,JECDCPOO_00596,KDAEOHOB_00855,OPNKAGHI_02054,KAHEJOMD_00638;KAHEJOMD_00637,HMEEEBGO_01198,KGEHKDDB_00606,GMGKJONF_00633,HLLCJJMH_00644,BMKFACGC_00639,FHDKMCMF_02489
group_42,,hypothetical protein,10,10,1.0,1,88,,,,1140,1359,1337.1,JECDCPOO_00522,KDAEOHOB_00782,OPNKAGHI_02134,KAHEJOMD_00560,HMEEEBGO_01275,KGEHKDDB_00521,GMGKJONF_00556,HLLCJJMH_00566,BMKFACGC_00560,FHDKMCMF_00057
alaS,alaS,Alanine--tRNA ligase,10,10,1.0,1,87,,,,2640,2640,2640.0,JECDCPOO_00862,KDAEOHOB_01143,OPNKAGHI_01764,KAHEJOMD_01006,HMEEEBGO_00897,KGEHKDDB_00867,GMGKJONF_00917,HLLCJJMH_00916,BMKFACGC_00942,FHDKMCMF_02228
lysN_1~~~lysN_2,lysN_1;;lysN_2,2-aminoadipate transaminase;hypothetical protein,10,11,1.1,1,86,,,,474,1218,1102.6363636363637,JECDCPOO_02231,KDAEOHOB_02475;KDAEOHOB_02476,OPNKAGHI_00307,KAHEJOMD_02360,HMEEEBGO_02136,KGEHKDDB_02251,GMGKJONF_02316,HLLCJJMH_02335,BMKFACGC_02325,FHDKMCMF_00904
polA,polA,DNA polymerase I,10,10,1.0,1,83,,,,2661,2661,2661.0,JECDCPOO_00974,KDAEOHOB_01249,OPNKAGHI_01653,KAHEJOMD_01116,HMEEEBGO_00698,KGEHKDDB_00973,GMGKJONF_01026,HLLCJJMH_01022,BMKFACGC_01592,FHDKMCMF_02122
valS,valS,Valine--tRNA ligase,10,10,1.0,1,82,,,,2667,2667,2667.0,JECDCPOO_00832,KDAEOHOB_01113,OPNKAGHI_01796,KAHEJOMD_00976,HMEEEBGO_00927,KGEHKDDB_00837,GMGKJONF_00887,HLLCJJMH_00886,BMKFACGC_00912,FHDKMCMF_02258
mutS,mutS,DNA mismatch repair protein MutS,10,10,1.0,1,81,,,,2679,2679,2679.0,JECDCPOO_00852,KDAEOHOB_01133,OPNKAGHI_01775,KAHEJOMD_00996,HMEEEBGO_00907,KGEHKDDB_00857,GMGKJONF_00907,HLLCJJMH_00906,BMKFACGC_00932,FHDKMCMF_02238
group_39,,hypothetical protein,10,10,1.0,1,80,,,,93,93,93.0,JECDCPOO_00300,KDAEOHOB_00559,OPNKAGHI_02357,KAHEJOMD_00332,HMEEEBGO_01503,KGEHKDDB_00298,GMGKJONF_00328,HLLCJJMH_00344,BMKFACGC_00332,FHDKMCMF_00281
trePP,trePP,Trehalose 6-phosphate phosphorylase,10,10,1.0,1,78,,,,2715,2715,2715.0,JECDCPOO_01534,KDAEOHOB_01875,OPNKAGHI_01070,KAHEJOMD_01752,HMEEEBGO_02829,KGEHKDDB_01668,GMGKJONF_01722,HLLCJJMH_01709,BMKFACGC_01636,FHDKMCMF_01497
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,10,10,1.0,1,74,,,,1431,1485,1436.4,JECDCPOO_01245,KDAEOHOB_01509,OPNKAGHI_01367,KAHEJOMD_01380,HMEEEBGO_00435,KGEHKDDB_01234,GMGKJONF_01287,HLLCJJMH_01290,BMKFACGC_01343,FHDKMCMF_01857
ydgH,ydgH,Putative membrane protein YdgH,10,10,1.0,1,73,,,,2763,2763,2763.0,JECDCPOO_01923,KDAEOHOB_02193,OPNKAGHI_00605,KAHEJOMD_02060,HMEEEBGO_02446,KGEHKDDB_01970,GMGKJONF_02025,HLLCJJMH_02016,BMKFACGC_02030,FHDKMCMF_01189
group_33,,hypothetical protein,10,10,1.0,1,70,,,,966,1032,1018.8,JECDCPOO_00422,KDAEOHOB_00680,OPNKAGHI_02229,KAHEJOMD_00458,HMEEEBGO_01380,KGEHKDDB_00419,GMGKJONF_00454,HLLCJJMH_00465,BMKFACGC_00460,FHDKMCMF_00160
ileS,ileS,isoleucine--tRNA ligase IleS,10,10,1.0,1,69,,,,2814,2814,2814.0,JECDCPOO_01455,KDAEOHOB_01795,OPNKAGHI_01156,KAHEJOMD_01605,HMEEEBGO_00082,KGEHKDDB_01527,GMGKJONF_01577,HLLCJJMH_01627,BMKFACGC_01113,FHDKMCMF_01645
abfA_2~~~abfA_3,abfA_2;abfA_3,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,10,11,1.1,1,67,,,,411,1506,1359.5454545454545,JECDCPOO_02395,KDAEOHOB_00148,OPNKAGHI_00161,KAHEJOMD_02512;KAHEJOMD_02511,HMEEEBGO_01934,KGEHKDDB_02424,GMGKJONF_02470,HLLCJJMH_02538,BMKFACGC_02493,FHDKMCMF_00736
uvrA_2,uvrA_2,UvrABC system protein A,10,10,1.0,1,66,,,,2856,2856,2856.0,JECDCPOO_00694,KDAEOHOB_00958,OPNKAGHI_01950,KAHEJOMD_00745,HMEEEBGO_01095,KGEHKDDB_00704,GMGKJONF_00737,HLLCJJMH_00746,BMKFACGC_00744,FHDKMCMF_02391
tkt~~~tkt_1,tkt;;tkt_1,Transketolase;hypothetical protein,10,12,1.2,1,65,,,,285,2025,1694.0,JECDCPOO_01434,KDAEOHOB_01774,OPNKAGHI_01180;OPNKAGHI_01179,KAHEJOMD_01583;KAHEJOMD_01582,HMEEEBGO_00104,KGEHKDDB_01506,GMGKJONF_01555,HLLCJJMH_01606,BMKFACGC_01135,FHDKMCMF_01666
