query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function
00000568|gene_cluster_GC_00004081|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2093	sp|P64864|Y1547_MYCBO	22.609	230	136	11	5	215	1	207	2.08e-05	49.3	sp|P64864|Y1547_MYCBO Uncharacterized protein Mb1547 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1547 PE=4 SV=1
00000568|gene_cluster_GC_00004081|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_2093	sp|P9WLV5|Y1520_MYCTU	22.609	230	136	11	5	215	1	207	2.08e-05	49.3	sp|P9WLV5|Y1520_MYCTU Uncharacterized protein Rv1520 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1520 PE=1 SV=1
00000571|gene_cluster_GC_00003289|genome_name_P3352_Finger_millet_BE|gene_callers_id_1085	sp|Q09LY5|AGUA_GEOSE	51.333	600	263	6	91	685	104	679	0.0	613	sp|Q09LY5|AGUA_GEOSE Alpha-glucuronidase OS=Geobacillus stearothermophilus OX=1422 GN=aguA PE=1 SV=1
00000571|gene_cluster_GC_00003289|genome_name_P3352_Finger_millet_BE|gene_callers_id_1085	sp|P96105|AGUA_THEMA	48.080	599	280	8	91	684	101	673	0.0	545	sp|P96105|AGUA_THEMA Alpha-glucuronidase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=aguA PE=1 SV=2
00000571|gene_cluster_GC_00003289|genome_name_P3352_Finger_millet_BE|gene_callers_id_1085	sp|A1CC12|AGUA_ASPCL	41.021	607	328	7	79	681	112	692	1.21e-150	461	sp|A1CC12|AGUA_ASPCL Probable alpha-glucuronidase A OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612 GN=aguA PE=3 SV=1
00000571|gene_cluster_GC_00003289|genome_name_P3352_Finger_millet_BE|gene_callers_id_1085	sp|B0Y2K1|AGUA_ASPFC	41.089	606	327	7	80	681	113	692	1.85e-150	460	sp|B0Y2K1|AGUA_ASPFC Probable alpha-glucuronidase A OS=Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) OX=451804 GN=aguA PE=3 SV=1
00000571|gene_cluster_GC_00003289|genome_name_P3352_Finger_millet_BE|gene_callers_id_1085	sp|Q4WW45|AGUA_ASPFU	41.089	606	327	7	80	681	113	692	2.30e-150	460	sp|Q4WW45|AGUA_ASPFU Probable alpha-glucuronidase A OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=aguA PE=3 SV=1
00000574|gene_cluster_GC_00004152|genome_name_Reference|gene_callers_id_424	sp|O53076|CITC_LEUMC	42.006	319	175	5	4	317	25	338	4.71e-73	231	sp|O53076|CITC_LEUMC [Citrate [pro-3S]-lyase] ligase OS=Leuconostoc mesenteroides subsp. cremoris OX=33965 GN=citC PE=1 SV=2
00000574|gene_cluster_GC_00004152|genome_name_Reference|gene_callers_id_424	sp|P77390|CITC_ECOLI	35.906	298	177	6	16	302	47	341	3.90e-58	193	sp|P77390|CITC_ECOLI [Citrate [pro-3S]-lyase] ligase OS=Escherichia coli (strain K12) OX=83333 GN=citC PE=1 SV=2
00000574|gene_cluster_GC_00004152|genome_name_Reference|gene_callers_id_424	sp|P44462|CITC_HAEIN	34.528	307	192	3	3	302	30	334	2.94e-53	180	sp|P44462|CITC_HAEIN [Citrate [pro-3S]-lyase] ligase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=citC PE=4 SV=1
00000574|gene_cluster_GC_00004152|genome_name_Reference|gene_callers_id_424	sp|P45410|CITC_KLEPN	33.559	295	182	5	14	299	44	333	2.32e-46	162	sp|P45410|CITC_KLEPN [Citrate [pro-3S]-lyase] ligase OS=Klebsiella pneumoniae OX=573 GN=citC PE=4 SV=1
00000574|gene_cluster_GC_00004152|genome_name_Reference|gene_callers_id_424	sp|A8FCW1|COAD_BACP2	40.909	66	37	1	125	188	12	77	4.06e-07	52.4	sp|A8FCW1|COAD_BACP2 Phosphopantetheine adenylyltransferase OS=Bacillus pumilus (strain SAFR-032) OX=315750 GN=coaD PE=3 SV=1
00000575|gene_cluster_GC_00003363|genome_name_P2496_SD_IT|gene_callers_id_2032	sp|P16524|DAPX_BACSU	42.670	382	216	3	11	392	4	382	8.22e-104	315	sp|P16524|DAPX_BACSU Probable N-acetyl-LL-diaminopimelate aminotransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=dapX PE=1 SV=3
00000575|gene_cluster_GC_00003363|genome_name_P2496_SD_IT|gene_callers_id_2032	sp|Q795M6|YUGH_BACSU	40.909	374	215	4	18	388	11	381	1.78e-95	293	sp|Q795M6|YUGH_BACSU Putative aminotransferase YugH OS=Bacillus subtilis (strain 168) OX=224308 GN=yugH PE=3 SV=1
00000575|gene_cluster_GC_00003363|genome_name_P2496_SD_IT|gene_callers_id_2032	sp|Q9V0L2|AAT_PYRAB	38.601	386	227	7	16	394	7	389	4.31e-85	267	sp|Q9V0L2|AAT_PYRAB Aspartate aminotransferase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=aspC PE=3 SV=1
00000575|gene_cluster_GC_00003363|genome_name_P2496_SD_IT|gene_callers_id_2032	sp|H3ZPU1|ARAT2_THELN	38.005	371	221	6	21	385	12	379	3.99e-79	251	sp|H3ZPU1|ARAT2_THELN Aromatic-amino-acid aminotransferase 2 OS=Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C) OX=523849 GN=OCC_04737 PE=1 SV=1
00000575|gene_cluster_GC_00003363|genome_name_P2496_SD_IT|gene_callers_id_2032	sp|O58489|AAT_PYRHO	35.215	372	232	7	19	385	16	383	1.19e-75	243	sp|O58489|AAT_PYRHO Aspartate aminotransferase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=aspC PE=3 SV=1
00000580|gene_cluster_GC_00004150|genome_name_P2593_Unknown_BE|gene_callers_id_2217	sp|Q47836|ARPU_ENTHA	32.540	126	76	3	11	133	7	126	4.03e-12	62.8	sp|Q47836|ARPU_ENTHA Putative autolysin regulatory protein ArpU OS=Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258 / NCTC 12367 / WDCM 00089 / R) OX=768486 GN=arpU PE=4 SV=1
00000580|gene_cluster_GC_00004150|genome_name_P2593_Unknown_BE|gene_callers_id_2217	sp|O34055|ARPU_BPO12	26.400	125	89	2	11	134	6	128	5.60e-04	41.2	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU OS=Streptococcus phage O1205 OX=85154 GN=arpU PE=3 SV=1
00000581|gene_cluster_GC_00003628|genome_name_P3351_Finger_millet_BE|gene_callers_id_2285	sp|Q05598|CBIQ_SALTY	34.211	228	144	4	1	225	1	225	1.70e-37	133	sp|Q05598|CBIQ_SALTY Cobalt transport protein CbiQ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cbiQ PE=1 SV=2
00000581|gene_cluster_GC_00003628|genome_name_P3351_Finger_millet_BE|gene_callers_id_2285	sp|A2SSD6|CBIMQ_METLZ	26.087	230	166	4	4	231	345	572	1.85e-13	72.4	sp|A2SSD6|CBIMQ_METLZ Putative fused cobalt transport protein CbiMQ OS=Methanocorpusculum labreanum (strain ATCC 43576 / DSM 4855 / Z) OX=410358 GN=cbiMQ PE=3 SV=1
00000581|gene_cluster_GC_00003628|genome_name_P3351_Finger_millet_BE|gene_callers_id_2285	sp|Q58489|Y1089_METJA	23.348	227	156	4	4	222	9	225	1.13e-12	68.9	sp|Q58489|Y1089_METJA Uncharacterized protein MJ1089 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1089 PE=3 SV=1
00000581|gene_cluster_GC_00003628|genome_name_P3351_Finger_millet_BE|gene_callers_id_2285	sp|D5AUZ7|CBIQ_RHOCB	27.523	109	79	0	117	225	107	215	3.53e-08	55.8	sp|D5AUZ7|CBIQ_RHOCB Cobalt transport protein CbiQ OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=cbiQ PE=1 SV=1
00000585|gene_cluster_GC_00003934|genome_name_P2694_LMG_BE|gene_callers_id_2345	sp|A7PZL3|PGLR_VITVI	29.136	405	233	9	3	399	76	434	3.83e-41	155	sp|A7PZL3|PGLR_VITVI Probable polygalacturonase OS=Vitis vinifera OX=29760 GN=GSVIVT00026920001 PE=1 SV=1
00000585|gene_cluster_GC_00003934|genome_name_P2694_LMG_BE|gene_callers_id_2345	sp|P27644|PGLR_AGRTU	32.099	243	160	5	140	378	8	249	4.46e-32	127	sp|P27644|PGLR_AGRTU Polygalacturonase OS=Agrobacterium tumefaciens OX=358 GN=pgl PE=2 SV=1
00000585|gene_cluster_GC_00003934|genome_name_P2694_LMG_BE|gene_callers_id_2345	sp|P15922|PEHX_DICCH	27.586	319	203	7	12	311	171	480	3.60e-21	99.8	sp|P15922|PEHX_DICCH Exo-poly-alpha-D-galacturonosidase OS=Dickeya chrysanthemi OX=556 GN=pehX PE=1 SV=1
00000585|gene_cluster_GC_00003934|genome_name_P2694_LMG_BE|gene_callers_id_2345	sp|P18192|PGLR1_PECCC	25.740	338	184	12	7	324	50	340	5.67e-20	94.7	sp|P18192|PGLR1_PECCC Endo-polygalacturonase OS=Pectobacterium carotovorum subsp. carotovorum OX=555 GN=peh PE=3 SV=1
00000585|gene_cluster_GC_00003934|genome_name_P2694_LMG_BE|gene_callers_id_2345	sp|P26509|PGLR2_PECPM	25.444	338	185	12	7	324	50	340	1.49e-18	90.5	sp|P26509|PGLR2_PECPM Endo-polygalacturonase OS=Pectobacterium parmentieri OX=1905730 GN=pehA PE=1 SV=1
00000587|gene_cluster_GC_00003947|genome_name_Reference|gene_callers_id_2044	sp|P9WGL5|PDTAS_MYCTU	32.727	220	143	4	253	469	270	487	2.85e-26	114	sp|P9WGL5|PDTAS_MYCTU Sensor histidine kinase PdtaS OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=pdtaS PE=1 SV=1
00000587|gene_cluster_GC_00003947|genome_name_Reference|gene_callers_id_2044	sp|P9WGL4|PDTAS_MYCTO	32.727	220	143	4	253	469	270	487	2.85e-26	114	sp|P9WGL4|PDTAS_MYCTO Sensor histidine kinase PdtaS OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=pdtaS PE=3 SV=1
00000587|gene_cluster_GC_00003947|genome_name_Reference|gene_callers_id_2044	sp|A0QTP6|PDTAS_MYCS2	27.660	329	198	10	165	469	173	485	2.19e-25	112	sp|A0QTP6|PDTAS_MYCS2 Sensor histidine kinase PdtaS OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pdtaS PE=3 SV=1
00000587|gene_cluster_GC_00003947|genome_name_Reference|gene_callers_id_2044	sp|Q2NB77|LVHK2_ERYLH	24.419	258	167	11	241	477	87	337	1.53e-08	60.1	sp|Q2NB77|LVHK2_ERYLH Blue-light-activated histidine kinase 2 OS=Erythrobacter litoralis (strain HTCC2594) OX=314225 GN=ELI_04860 PE=1 SV=1
00000587|gene_cluster_GC_00003947|genome_name_Reference|gene_callers_id_2044	sp|P27896|NARQ_ECOLI	25.366	205	124	8	284	473	365	555	0.004	43.5	sp|P27896|NARQ_ECOLI Nitrate/nitrite sensor protein NarQ OS=Escherichia coli (strain K12) OX=83333 GN=narQ PE=1 SV=1
00000589|gene_cluster_GC_00003454|genome_name_P3351_Finger_millet_BE|gene_callers_id_2294	sp|P0A2G9|CBIF_SALTY	66.802	247	82	0	4	250	10	256	8.30e-121	348	sp|P0A2G9|CBIF_SALTY Cobalt-precorrin-4 C(11)-methyltransferase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cbiF PE=1 SV=1
00000589|gene_cluster_GC_00003454|genome_name_P3351_Finger_millet_BE|gene_callers_id_2294	sp|P0A2H0|CBIF_SALTI	66.802	247	82	0	4	250	10	256	8.30e-121	348	sp|P0A2H0|CBIF_SALTI Cobalt-precorrin-4 C(11)-methyltransferase OS=Salmonella typhi OX=90370 GN=cbiF PE=3 SV=1
00000589|gene_cluster_GC_00003454|genome_name_P3351_Finger_millet_BE|gene_callers_id_2294	sp|Q58973|CBIF_METJA	57.258	248	105	1	4	250	7	254	4.19e-98	290	sp|Q58973|CBIF_METJA Cobalt-precorrin-4 C(11)-methyltransferase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=cbiF PE=3 SV=1
00000589|gene_cluster_GC_00003454|genome_name_P3351_Finger_millet_BE|gene_callers_id_2294	sp|Q9HZP9|COBM_PSEAE	43.725	247	136	3	4	249	3	247	2.80e-66	209	sp|Q9HZP9|COBM_PSEAE Precorrin-4 C(11)-methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cobM PE=3 SV=1
00000589|gene_cluster_GC_00003454|genome_name_P3351_Finger_millet_BE|gene_callers_id_2294	sp|P21922|COBM_SINSX	40.800	250	145	3	4	251	3	251	1.60e-63	202	sp|P21922|COBM_SINSX Precorrin-4 C(11)-methyltransferase OS=Sinorhizobium sp. OX=42445 GN=cobM PE=1 SV=1
00000594|gene_cluster_GC_00003432|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1508	sp|O27068|Y987_METTH	28.274	336	221	8	278	609	33	352	6.31e-31	128	sp|O27068|Y987_METTH Uncharacterized protein MTH_987 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_987 PE=4 SV=1
00000594|gene_cluster_GC_00003432|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1508	sp|Q58494|Y1094_METJA	29.275	386	218	12	270	637	32	380	1.08e-30	127	sp|Q58494|Y1094_METJA Uncharacterized protein MJ1094 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1094 PE=1 SV=3
00000594|gene_cluster_GC_00003432|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1508	sp|P9WF27|Y1375_MYCTU	25.524	286	197	9	248	530	64	336	2.94e-12	72.8	sp|P9WF27|Y1375_MYCTU Uncharacterized protein Rv1375 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1375 PE=4 SV=1
00000594|gene_cluster_GC_00003432|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1508	sp|P9WF26|Y1375_MYCTO	25.524	286	197	9	248	530	64	336	2.94e-12	72.8	sp|P9WF26|Y1375_MYCTO Uncharacterized protein MT1419 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT1419 PE=4 SV=1
00000594|gene_cluster_GC_00003432|genome_name_P2928_Oganic_Rye_SD_BE|gene_callers_id_1508	sp|Q52871|YTF3_RHILT	21.490	349	216	11	304	624	79	397	2.25e-06	54.3	sp|Q52871|YTF3_RHILT Uncharacterized protein in tfuA 3'region OS=Rhizobium leguminosarum bv. trifolii OX=386 PE=4 SV=1
00000597|gene_cluster_GC_00003413|genome_name_P3352_Finger_millet_BE|gene_callers_id_410	sp|P11290|YIBD_ECOLI	36.036	111	71	0	5	115	7	117	2.81e-21	96.7	sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2
00000597|gene_cluster_GC_00003413|genome_name_P3352_Finger_millet_BE|gene_callers_id_410	sp|O51519|CGALT_BORBU	25.225	333	206	8	5	314	9	321	2.02e-20	94.4	sp|O51519|CGALT_BORBU Cholesterol galactosyltransferase OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) OX=224326 GN=BB_0572 PE=1 SV=1
00000597|gene_cluster_GC_00003413|genome_name_P3352_Finger_millet_BE|gene_callers_id_410	sp|A0A0H2URH7|GLYAT_STRPN	27.642	246	144	7	3	238	4	225	2.43e-20	95.9	sp|A0A0H2URH7|GLYAT_STRPN Glycosyltransferase GlyA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glyA PE=3 SV=1
00000597|gene_cluster_GC_00003413|genome_name_P3352_Finger_millet_BE|gene_callers_id_410	sp|P71059|EPSJ_BACSU	26.860	242	155	4	6	244	5	227	1.05e-19	92.0	sp|P71059|EPSJ_BACSU Uncharacterized glycosyltransferase EpsJ OS=Bacillus subtilis (strain 168) OX=224308 GN=epsJ PE=2 SV=1
00000597|gene_cluster_GC_00003413|genome_name_P3352_Finger_millet_BE|gene_callers_id_410	sp|P71057|EPSH_BACSU	24.528	265	174	7	1	261	1	243	2.95e-18	87.8	sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1
00000600|gene_cluster_GC_00003656|genome_name_P3351_Finger_millet_BE|gene_callers_id_39	sp|P54309|PORTL_BPSPP	22.597	385	254	12	101	475	79	429	6.56e-10	65.5	sp|P54309|PORTL_BPSPP Portal protein OS=Bacillus phage SPP1 OX=10724 GN=6 PE=1 SV=1
00000600|gene_cluster_GC_00003656|genome_name_P3351_Finger_millet_BE|gene_callers_id_39	sp|Q24LJ4|PORTL_BPPCD	22.254	355	248	13	91	442	40	369	1.37e-04	48.1	sp|Q24LJ4|PORTL_BPPCD Portal protein OS=Clostridium phage phiCD119 (strain Clostridium difficile/United States/Govind/2006) OX=2883936 PE=3 SV=1
00000603|gene_cluster_GC_00003648|genome_name_Reference|gene_callers_id_2027	sp|I6WXK4|PTPB_MYCTU	28.522	291	141	12	14	262	11	276	4.87e-17	81.6	sp|I6WXK4|PTPB_MYCTU Triple specificity protein phosphatase PtpB OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ptpB PE=1 SV=1
00000603|gene_cluster_GC_00003648|genome_name_Reference|gene_callers_id_2027	sp|Q05918|IPHP_NOSCO	29.167	240	139	9	28	257	69	287	1.43e-13	72.4	sp|Q05918|IPHP_NOSCO Tyrosine-protein phosphatase OS=Nostoc commune OX=1178 GN=iphP PE=1 SV=1
00000603|gene_cluster_GC_00003648|genome_name_Reference|gene_callers_id_2027	sp|P40289|Y669_CUPNH	27.984	243	157	7	14	253	39	266	3.17e-11	65.5	sp|P40289|Y669_CUPNH Putative tyrosine-protein phosphatase H16_A0669 OS=Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) OX=381666 GN=H16_A0669 PE=3 SV=2
00000604|gene_cluster_GC_00003595|genome_name_P3351_Finger_millet_BE|gene_callers_id_138	sp|P49859|PORTL_BPHK7	23.301	412	275	14	2	388	15	410	8.26e-22	100	sp|P49859|PORTL_BPHK7 Portal protein OS=Enterobacteria phage HK97 OX=2681617 GN=3 PE=1 SV=1
00000604|gene_cluster_GC_00003595|genome_name_P3351_Finger_millet_BE|gene_callers_id_138	sp|Q9ZXB2|PORTL_BPPHC	22.102	371	238	12	41	377	47	400	6.08e-09	61.2	sp|Q9ZXB2|PORTL_BPPHC Probable portal protein OS=Streptomyces phage phiC31 OX=10719 GN=34 PE=3 SV=1
00000604|gene_cluster_GC_00003595|genome_name_P3351_Finger_millet_BE|gene_callers_id_138	sp|Q4UM95|Y471_RICFE	20.690	348	234	10	49	370	47	378	2.53e-04	46.6	sp|Q4UM95|Y471_RICFE Uncharacterized protein RF_0471 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=RF_0471 PE=3 SV=1
00000606|gene_cluster_GC_00003774|genome_name_P2500_SD_IT|gene_callers_id_2591	sp|Q10418|MESD_LEUME	59.091	66	27	0	11	76	656	721	1.10e-19	84.3	sp|Q10418|MESD_LEUME Mesentericin-Y105 transport/processing ATP-binding protein MesD OS=Leuconostoc mesenteroides OX=1245 GN=mesD PE=3 SV=1
00000606|gene_cluster_GC_00003774|genome_name_P2500_SD_IT|gene_callers_id_2591	sp|Q9CJB8|LCNCL_LACLA	53.846	65	29	1	11	75	650	713	1.80e-16	75.1	sp|Q9CJB8|LCNCL_LACLA Lactococcin transport/processing ATP-binding protein LcnC-like OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=lcnC PE=3 SV=1
00000606|gene_cluster_GC_00003774|genome_name_P2500_SD_IT|gene_callers_id_2591	sp|Q00564|LCNC_LACLL	53.846	65	29	1	11	75	650	713	7.76e-16	73.6	sp|Q00564|LCNC_LACLL Lactococcin-A transport/processing ATP-binding protein LcnC OS=Lactococcus lactis subsp. lactis OX=1360 GN=lcnC PE=3 SV=1
00000606|gene_cluster_GC_00003774|genome_name_P2500_SD_IT|gene_callers_id_2591	sp|P36497|PEDD_PEDAC	46.875	64	34	0	11	74	656	719	3.80e-15	71.2	sp|P36497|PEDD_PEDAC Pediocin PA-1 transport/processing ATP-binding protein PedD OS=Pediococcus acidilactici OX=1254 GN=pedD PE=3 SV=1
00000606|gene_cluster_GC_00003774|genome_name_P2500_SD_IT|gene_callers_id_2591	sp|Q03727|COMA_STRPN	51.562	64	30	1	11	74	652	714	4.19e-15	71.2	sp|Q03727|COMA_STRPN Transport/processing ATP-binding protein ComA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=comA PE=3 SV=3
00000607|gene_cluster_GC_00003789|genome_name_P2496_SD_IT|gene_callers_id_2029	sp|B2G6M8|DAPEL_LIMRJ	67.914	374	120	0	6	379	6	379	0.0	542	sp|B2G6M8|DAPEL_LIMRJ N-acetyldiaminopimelate deacetylase OS=Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112) OX=557433 GN=LAR_0594 PE=3 SV=1
00000607|gene_cluster_GC_00003789|genome_name_P2496_SD_IT|gene_callers_id_2029	sp|A5VJ57|DAPEL_LIMRD	67.914	374	120	0	6	379	6	379	0.0	542	sp|A5VJ57|DAPEL_LIMRD N-acetyldiaminopimelate deacetylase OS=Limosilactobacillus reuteri (strain DSM 20016) OX=557436 GN=Lreu_0614 PE=3 SV=1
00000607|gene_cluster_GC_00003789|genome_name_P2496_SD_IT|gene_callers_id_2029	sp|A8YUT2|DAPEL_LACH4	66.400	375	125	1	6	379	8	382	0.0	531	sp|A8YUT2|DAPEL_LACH4 N-acetyldiaminopimelate deacetylase OS=Lactobacillus helveticus (strain DPC 4571) OX=405566 GN=lhv_0907 PE=3 SV=1
00000607|gene_cluster_GC_00003789|genome_name_P2496_SD_IT|gene_callers_id_2029	sp|Q03CW2|DAPEL_LACP3	66.133	375	126	1	6	379	5	379	0.0	521	sp|Q03CW2|DAPEL_LACP3 N-acetyldiaminopimelate deacetylase OS=Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=LSEI_0096 PE=3 SV=1
00000607|gene_cluster_GC_00003789|genome_name_P2496_SD_IT|gene_callers_id_2029	sp|B2GC10|DAPEL_LIMF3	66.230	382	129	0	1	382	1	382	0.0	520	sp|B2GC10|DAPEL_LIMF3 N-acetyldiaminopimelate deacetylase OS=Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251) OX=334390 GN=LAF_0856 PE=3 SV=1
00000610|gene_cluster_GC_00004131|genome_name_P2694_LMG_BE|gene_callers_id_2405	sp|Q5FKD2|FLUC1_LACAC	43.137	102	53	2	18	118	17	114	3.39e-13	64.7	sp|Q5FKD2|FLUC1_LACAC Fluoride-specific ion channel FluC 1 OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) OX=272621 GN=fluC1 PE=1 SV=1
00000610|gene_cluster_GC_00004131|genome_name_P2694_LMG_BE|gene_callers_id_2405	sp|Q1WS51|FLUC2_LIGS1	37.838	111	62	2	1	111	4	107	9.59e-11	58.5	sp|Q1WS51|FLUC2_LIGS1 Fluoride-specific ion channel FluC 2 OS=Ligilactobacillus salivarius (strain UCC118) OX=362948 GN=fluC2 PE=3 SV=1
00000610|gene_cluster_GC_00004131|genome_name_P2694_LMG_BE|gene_callers_id_2405	sp|A9IU75|FLUC_BORPD	42.169	83	48	0	2	84	3	85	9.61e-10	55.8	sp|A9IU75|FLUC_BORPD Fluoride-specific ion channel FluC OS=Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448 / CIP 107267 / Se-1111R) OX=340100 GN=fluC PE=3 SV=1
00000610|gene_cluster_GC_00004131|genome_name_P2694_LMG_BE|gene_callers_id_2405	sp|P61390|FLUC1_LACJO	34.109	129	79	3	1	128	1	124	2.41e-09	54.7	sp|P61390|FLUC1_LACJO Fluoride-specific ion channel FluC 1 OS=Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533) OX=257314 GN=fluC1 PE=3 SV=1
00000610|gene_cluster_GC_00004131|genome_name_P2694_LMG_BE|gene_callers_id_2405	sp|Q38ZE5|FLUC1_LATSS	39.362	94	56	1	4	96	1	94	1.11e-08	53.1	sp|Q38ZE5|FLUC1_LATSS Fluoride-specific ion channel FluC 1 OS=Latilactobacillus sakei subsp. sakei (strain 23K) OX=314315 GN=fluC1 PE=3 SV=1
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|O31520|YESQ_BACSU	31.086	267	181	3	16	280	31	296	1.79e-37	137	sp|O31520|YESQ_BACSU Probable ABC transporter permease protein YesQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yesQ PE=3 SV=1
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|P94530|ARAQ_BACSU	32.090	268	177	3	16	281	17	281	5.20e-37	135	sp|P94530|ARAQ_BACSU Arabinooligosaccharides transport system permease protein AraQ OS=Bacillus subtilis (strain 168) OX=224308 GN=araQ PE=1 SV=2
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|Q9KEE9|ARAQ_HALH5	33.096	281	179	5	5	281	4	279	9.47e-37	134	sp|Q9KEE9|ARAQ_HALH5 Arabinooligosaccharides transport system permease protein AraQ OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=araQ PE=3 SV=1
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|O32154|YURM_BACSU	31.599	269	174	5	15	281	40	300	1.09e-36	135	sp|O32154|YURM_BACSU Probable ABC transporter permease protein YurM OS=Bacillus subtilis (strain 168) OX=224308 GN=yurM PE=3 SV=1
00000612|gene_cluster_GC_00003953|genome_name_P2933_Rye_SD_BE|gene_callers_id_2340	sp|P40980|YOR2_CALSR	31.408	277	182	4	7	281	5	275	1.07e-35	132	sp|P40980|YOR2_CALSR Putative ABC transporter permease protein ORF2 OS=Caldicellulosiruptor sp. (strain Rt8B.4) OX=28238 PE=3 SV=1
